nomeCliente,emocaoCliente,statusCliente,valor,foiEmbora,valorTotal,quantidadeClientes
Glenn Langosh III,feliz,sacando,13643.84,N,257575.6199999999,10
Glenn Langosh III,feliz,depositando,64722.39,N,322298.0099999999,10
Mrs. Horacio Weissnat,feliz,sacando,38036.06,N,284261.9499999999,10
Mrs. Horacio Weissnat,feliz,depositando,30929.52,N,315191.4699999999,10
Allan Kuhlman,feliz,sacando,18596.61,N,296594.8599999999,10
Allan Kuhlman,feliz,depositando,37678.72,N,334273.57999999996,10
Mrs. Horacio Weissnat,feliz,sacando,30044.42,N,304229.16,10
Mrs. Horacio Weissnat,feliz,depositando,63837.36,N,368066.51999999996,10
Glenn Langosh III,feliz,sacando,114343.34,N,253723.17999999996,10
Glenn Langosh III,feliz,depositando,102128.18,N,355851.36,10
Edison Hagenes DDS,feliz,sacando,27561.31,N,328290.05,10
Edison Hagenes DDS,feliz,depositando,40170.38,N,368460.43,10
Moises Wunsch II,feliz,sacando,77430.77,N,291029.66,10
Moises Wunsch II,feliz,depositando,31916.35,N,322946.00999999995,10
Dusti Brakus,feliz,sacando,12336.48,N,310609.52999999997,10
Dusti Brakus,feliz,depositando,101698.38,N,412307.91,10
Carmelo Boyle,feliz,sacando,39255.5,N,373052.41,10
Carmelo Boyle,feliz,depositando,10419.06,N,383471.47,10
Marcelo Lang,feliz,sacando,4558.48,N,378912.99,10
Marcelo Lang,feliz,depositando,63325.51,N,442238.5,10
Marquetta Grimes,feliz,sacando,33355.55,N,408882.95,10
Marquetta Grimes,feliz,depositando,73056.35,N,481939.30000000005,10
Saul Ryan,feliz,sacando,20014.15,N,461925.15,10
Saul Ryan,feliz,depositando,47653.41,N,509578.56000000006,10
Marquetta Grimes,feliz,sacando,5093.6,N,504484.9600000001,10
Marquetta Grimes,feliz,depositando,67004.88,N,571489.8400000001,10
Marcelo Lang,feliz,sacando,795.8,N,570694.04,10
Marcelo Lang,feliz,depositando,156174.48,N,726868.52,10
Carmelo Boyle,feliz,sacando,57446.07,N,669422.4500000001,10
Carmelo Boyle,feliz,depositando,138111.79,N,807534.2400000001,10
Dusti Brakus,feliz,sacando,38226.22,N,769308.0200000001,10
Dusti Brakus,feliz,depositando,28700.66,N,798008.6800000002,10
Moises Wunsch II,feliz,sacando,27834.6,N,770174.0800000002,10
Moises Wunsch II,feliz,depositando,2807.16,N,772981.2400000002,10
Edison Hagenes DDS,feliz,sacando,136840.77,N,636140.4700000002,10
Edison Hagenes DDS,feliz,depositando,52598.57,N,688739.0400000002,10
Glenn Langosh III,feliz,sacando,64644.62,N,624094.4200000002,10
Glenn Langosh III,feliz,depositando,151734.54,N,775828.9600000002,10
Mrs. Horacio Weissnat,feliz,sacando,35052.4,N,740776.5600000002,10
Mrs. Horacio Weissnat,feliz,depositando,162428.89,N,903205.4500000002,10
Allan Kuhlman,feliz,sacando,97392.9,N,805812.5500000002,10
Allan Kuhlman,feliz,depositando,23882.81,N,829695.3600000002,10
Mrs. Horacio Weissnat,feliz,sacando,235104.38,N,594590.9800000002,10
Mrs. Horacio Weissnat,feliz,depositando,127676.79,N,722267.7700000003,10
Glenn Langosh III,feliz,sacando,91955.46,N,630312.3100000003,10
Glenn Langosh III,feliz,depositando,195820.02,N,826132.3300000003,10
Edison Hagenes DDS,feliz,sacando,117331.13,N,708801.2000000003,10
Edison Hagenes DDS,feliz,depositando,212129.07,N,920930.2700000003,10
Moises Wunsch II,feliz,sacando,7868.54,N,913061.7300000002,10
Moises Wunsch II,feliz,depositando,161081.75,N,1074143.4800000002,10
Dusti Brakus,feliz,sacando,71818.73,N,1002324.7500000002,10
Dusti Brakus,feliz,depositando,195816.51,N,1198141.2600000002,10
Carmelo Boyle,feliz,sacando,214014.39,N,984126.8700000002,10
Carmelo Boyle,feliz,depositando,221057.1,N,1205183.9700000002,10
Marcelo Lang,feliz,sacando,153675.68,N,1051508.2900000003,10
Marcelo Lang,feliz,depositando,10935.69,N,1062443.9800000002,10
Marquetta Grimes,feliz,sacando,57591.99,N,1004851.9900000002,10
Marquetta Grimes,feliz,depositando,181267.67,N,1186119.6600000001,10
Saul Ryan,feliz,sacando,4300.35,N,1181819.31,10
Saul Ryan,feliz,depositando,221691.88,N,1403511.19,10
Marquetta Grimes,feliz,sacando,437486.16,N,966025.03,10
Marquetta Grimes,feliz,depositando,129100.66,N,1095125.69,10
Marcelo Lang,feliz,sacando,167277.02,N,927848.6699999999,10
Marcelo Lang,feliz,depositando,310298.71,N,1238147.38,10
Carmelo Boyle,feliz,sacando,260171.68,N,977975.7,10
Carmelo Boyle,feliz,depositando,122570.7,N,1100546.4,10
Dusti Brakus,feliz,sacando,466301.43,N,634244.97,10
Dusti Brakus,feliz,depositando,489003.64,N,1123248.6099999999,10
Moises Wunsch II,feliz,sacando,375629.19,N,747619.4199999999,10
Moises Wunsch II,feliz,depositando,357447.33,N,1105066.75,10
Edison Hagenes DDS,feliz,sacando,257493.21,N,847573.54,10
Edison Hagenes DDS,feliz,depositando,60643.02,N,908216.56,10
Glenn Langosh III,feliz,sacando,71315.97,N,836900.5900000001,10
Glenn Langosh III,feliz,depositando,6825.87,N,843726.4600000001,10
Mrs. Horacio Weissnat,feliz,sacando,220244.01,N,623482.4500000001,10
Mrs. Horacio Weissnat,feliz,depositando,250048.31,N,873530.76,10
Allan Kuhlman,feliz,sacando,142274.68,N,731256.0800000001,10
Allan Kuhlman,feliz,depositando,222008.28,N,953264.3600000001,10
Mrs. Horacio Weissnat,feliz,sacando,34347.32,N,918917.0400000002,10
Mrs. Horacio Weissnat,feliz,depositando,13454.75,N,932371.7900000002,10
Glenn Langosh III,feliz,sacando,263080.15,N,669291.6400000001,10
Glenn Langosh III,feliz,depositando,304339.79,N,973631.4300000002,10
Edison Hagenes DDS,feliz,sacando,21459.2,N,952172.2300000002,10
Edison Hagenes DDS,feliz,depositando,343332.12,N,1295504.35,10
Moises Wunsch II,feliz,sacando,437714.02,N,857790.3300000001,10
Moises Wunsch II,feliz,depositando,218355.13,N,1076145.46,10
Dusti Brakus,feliz,sacando,257455.38,N,818690.08,10
Dusti Brakus,feliz,depositando,300412.97,N,1119103.0499999998,10
Carmelo Boyle,feliz,sacando,143420.58,N,975682.4699999999,10
Carmelo Boyle,feliz,depositando,253237.01,N,1228919.48,10
Marcelo Lang,feliz,sacando,459426.48,N,769493.0,10
Marcelo Lang,feliz,depositando,241254.53,N,1010747.53,10
Marquetta Grimes,feliz,sacando,373596.51,N,637151.02,10
Marquetta Grimes,feliz,depositando,238227.01,N,875378.03,10
Saul Ryan,feliz,sacando,26329.26,N,849048.77,10
Saul Ryan,feliz,depositando,601864.57,N,1450913.3399999999,10
Marquetta Grimes,feliz,sacando,190575.42,N,1260337.92,10
Marquetta Grimes,feliz,depositando,64593.0,N,1324930.92,10
Marcelo Lang,feliz,sacando,168590.32,N,1156340.5999999999,10
Marcelo Lang,feliz,depositando,22041.3,N,1178381.9,10
Carmelo Boyle,feliz,sacando,155124.19,N,1023257.71,10
Carmelo Boyle,feliz,depositando,501481.62,N,1524739.33,10
Dusti Brakus,feliz,sacando,344669.21,N,1180070.12,10
Dusti Brakus,feliz,depositando,447821.19,N,1627891.31,10
Moises Wunsch II,feliz,sacando,89245.39,N,1538645.9200000002,10
Moises Wunsch II,feliz,depositando,179100.58,N,1717746.5000000002,10
Edison Hagenes DDS,feliz,sacando,109895.57,N,1607850.9300000002,10
Edison Hagenes DDS,feliz,depositando,115532.45,N,1723383.3800000001,10
Glenn Langosh III,feliz,sacando,145687.65,N,1577695.7300000002,10
Glenn Langosh III,feliz,depositando,104548.99,N,1682244.7200000002,10
Mrs. Horacio Weissnat,feliz,sacando,21499.13,N,1660745.5900000003,10
Mrs. Horacio Weissnat,feliz,depositando,287046.92,N,1947792.5100000002,10
Allan Kuhlman,feliz,sacando,17533.38,N,1930259.1300000004,10
Allan Kuhlman,feliz,depositando,39698.83,N,1969957.9600000004,10
Mrs. Horacio Weissnat,feliz,sacando,695431.16,N,1274526.8000000003,10
Mrs. Horacio Weissnat,feliz,depositando,396588.89,N,1671115.6900000004,10
Glenn Langosh III,feliz,sacando,130370.38,N,1540745.3100000005,10
Glenn Langosh III,feliz,depositando,642023.66,N,2182768.9700000007,10
Edison Hagenes DDS,feliz,sacando,479028.25,N,1703740.7200000007,10
Edison Hagenes DDS,feliz,depositando,48659.7,N,1752400.4200000006,10
Moises Wunsch II,feliz,sacando,241556.65,N,1510843.7700000007,10
Moises Wunsch II,feliz,depositando,600343.54,N,2111187.3100000005,10
Dusti Brakus,feliz,sacando,630198.73,N,1480988.5800000005,10
Dusti Brakus,feliz,depositando,462980.21,N,1943968.7900000005,10
Carmelo Boyle,feliz,sacando,285397.8,N,1658570.9900000005,10
Carmelo Boyle,feliz,depositando,655842.64,N,2314413.6300000004,10
Marcelo Lang,feliz,sacando,112904.44,N,2201509.1900000004,10
Marcelo Lang,feliz,depositando,158612.31,N,2360121.5000000005,10
Marquetta Grimes,feliz,sacando,380062.24,N,1980059.2600000005,10
Marquetta Grimes,feliz,depositando,162921.67,N,2142980.9300000006,10
Saul Ryan,feliz,sacando,87113.98,N,2055866.9500000007,10
Saul Ryan,feliz,depositando,113923.47,N,2169790.420000001,10
Marcelo Lang,feliz,sacando,897201.33,N,1272589.0900000008,10
Marcelo Lang,feliz,depositando,153757.07,N,1426346.1600000008,10
Carmelo Boyle,feliz,sacando,524561.34,N,901784.8200000009,10
Carmelo Boyle,feliz,depositando,519989.37,N,1421774.1900000009,10
Dusti Brakus,feliz,sacando,430248.25,N,991525.9400000009,10
Dusti Brakus,feliz,depositando,546564.63,N,1538090.5700000008,10
Moises Wunsch II,feliz,sacando,530914.56,N,1007176.0100000007,10
Moises Wunsch II,feliz,depositando,156294.49,N,1163470.5000000007,10
Edison Hagenes DDS,feliz,sacando,608099.82,N,555370.6800000007,10
Edison Hagenes DDS,feliz,depositando,583981.33,N,1139352.0100000007,10
Glenn Langosh III,feliz,sacando,520813.17,N,618538.8400000008,10
Glenn Langosh III,feliz,depositando,815584.14,N,1434122.980000001,10
Mrs. Horacio Weissnat,feliz,sacando,39920.03,N,1394202.950000001,10
Mrs. Horacio Weissnat,feliz,depositando,210016.53,N,1604219.480000001,10
Allan Kuhlman,feliz,sacando,748378.84,N,855840.640000001,10
Allan Kuhlman,feliz,depositando,822222.12,N,1678062.760000001,10
Mrs. Horacio Weissnat,feliz,sacando,593014.02,N,1085048.740000001,10
Mrs. Horacio Weissnat,feliz,depositando,103897.98,N,1188946.720000001,10
Glenn Langosh III,feliz,sacando,6386.86,N,1182559.8600000008,10
Glenn Langosh III,feliz,depositando,515086.63,N,1697646.4900000007,10
Edison Hagenes DDS,feliz,sacando,353603.37,N,1344043.1200000006,10
Edison Hagenes DDS,feliz,depositando,138200.01,N,1482243.1300000006,10
Moises Wunsch II,feliz,sacando,401907.53,N,1080335.6000000006,10
Moises Wunsch II,feliz,depositando,229220.74,N,1309556.3400000005,10
Dusti Brakus,feliz,sacando,532853.63,N,776702.7100000005,10
Dusti Brakus,feliz,depositando,103742.31,N,880445.0200000005,10
Carmelo Boyle,feliz,sacando,46402.59,N,834042.4300000005,10
Carmelo Boyle,feliz,depositando,183693.02,N,1017735.4500000005,10
Marcelo Lang,feliz,sacando,128766.48,N,888968.9700000006,10
Marcelo Lang,feliz,depositando,604984.85,N,1493953.8200000005,10
Saul Ryan,feliz,sacando,812334.88,N,681618.9400000005,10
Saul Ryan,feliz,depositando,601334.74,N,1282953.6800000006,10
Marquetta Grimes,feliz,sacando,518912.47,N,764041.2100000007,10
Marquetta Grimes,feliz,depositando,329823.65,N,1093864.8600000008,10
Saul Ryan,feliz,sacando,427995.2,N,665869.6600000008,10
Saul Ryan,feliz,depositando,525861.18,N,1191730.8400000008,10
Marcelo Lang,feliz,sacando,203504.57,N,988226.2700000007,10
Marcelo Lang,feliz,depositando,566315.79,N,1554542.0600000008,10
Carmelo Boyle,feliz,sacando,265540.44,N,1289001.6200000008,10
Carmelo Boyle,feliz,depositando,296713.91,N,1585715.5300000007,10
Dusti Brakus,feliz,sacando,335806.0,N,1249909.5300000007,10
Dusti Brakus,feliz,depositando,78553.87,N,1328463.4000000008,10
Moises Wunsch II,feliz,sacando,330193.02,N,998270.3800000008,10
Moises Wunsch II,feliz,depositando,279986.01,N,1278256.3900000008,10
Edison Hagenes DDS,feliz,sacando,472908.55,N,805347.8400000008,10
Edison Hagenes DDS,feliz,depositando,637365.66,N,1442713.500000001,10
Glenn Langosh III,feliz,sacando,513766.15,N,928947.3500000009,10
Glenn Langosh III,feliz,depositando,648450.71,N,1577398.060000001,10
Mrs. Horacio Weissnat,feliz,sacando,425676.71,N,1151721.350000001,10
Mrs. Horacio Weissnat,feliz,depositando,129996.7,N,1281718.050000001,10
Allan Kuhlman,feliz,sacando,383440.78,N,898277.270000001,10
Allan Kuhlman,feliz,depositando,155762.24,N,1054039.510000001,10
Mrs. Horacio Weissnat,feliz,sacando,312998.1,N,741041.410000001,10
Mrs. Horacio Weissnat,feliz,depositando,504266.88,N,1245308.290000001,10
Glenn Langosh III,feliz,sacando,584197.5,N,661110.790000001,10
Glenn Langosh III,feliz,depositando,633888.8,N,1294999.590000001,10
Edison Hagenes DDS,feliz,sacando,160610.01,N,1134389.580000001,10
Edison Hagenes DDS,feliz,depositando,643256.6,N,1777646.180000001,10
Moises Wunsch II,feliz,sacando,498409.79,N,1279236.390000001,10
Moises Wunsch II,feliz,depositando,65591.81,N,1344828.2000000011,10
Dusti Brakus,feliz,sacando,501958.69,N,842869.5100000012,10
Dusti Brakus,feliz,depositando,48771.07,N,891640.5800000011,10
Carmelo Boyle,feliz,sacando,16242.76,N,875397.8200000011,10
Carmelo Boyle,feliz,depositando,279523.9,N,1154921.7200000011,10
Marcelo Lang,feliz,sacando,48052.14,N,1106869.5800000012,10
Marcelo Lang,feliz,depositando,523808.21,N,1630677.7900000012,10
Saul Ryan,feliz,sacando,223529.73,N,1407148.0600000012,10
Saul Ryan,feliz,depositando,271196.49,N,1678344.5500000012,10
Marquetta Grimes,feliz,sacando,332737.0,N,1345607.5500000012,10
Marquetta Grimes,feliz,depositando,188082.95,N,1533690.5000000012,10
Saul Ryan,feliz,sacando,412521.63,N,1121168.870000001,10
Saul Ryan,feliz,depositando,336247.59,N,1457416.4600000011,10
Marcelo Lang,feliz,sacando,603015.83,N,854400.6300000012,10
Marcelo Lang,feliz,depositando,42320.99,N,896721.6200000012,10
Carmelo Boyle,feliz,sacando,223049.04,N,673672.5800000011,10
Carmelo Boyle,feliz,depositando,362328.02,N,1036000.6000000011,10
Dusti Brakus,feliz,sacando,247870.72,N,788129.8800000012,10
Dusti Brakus,feliz,depositando,234801.18,N,1022931.0600000012,10
Moises Wunsch II,feliz,sacando,190374.15,N,832556.9100000012,10
Moises Wunsch II,feliz,depositando,63269.88,N,895826.7900000012,10
Edison Hagenes DDS,feliz,sacando,391267.51,N,504559.2800000012,10
Edison Hagenes DDS,feliz,depositando,96439.71,N,600998.9900000012,10
Glenn Langosh III,feliz,sacando,67156.97,N,533842.0200000012,10
Glenn Langosh III,feliz,depositando,129960.89,N,663802.9100000012,10
Mrs. Horacio Weissnat,feliz,sacando,402770.47,N,261032.44000000122,10
Mrs. Horacio Weissnat,feliz,depositando,303889.2,N,564921.6400000013,10
Allan Kuhlman,feliz,sacando,383884.03,N,181037.61000000127,10
Allan Kuhlman,feliz,depositando,157470.84,N,338508.45000000123,10
Mrs. Horacio Weissnat,feliz,sacando,121148.34,N,217360.11000000124,10
Mrs. Horacio Weissnat,feliz,depositando,78532.22,N,295892.33000000124,10
Glenn Langosh III,feliz,sacando,249700.16,N,46192.170000001235,10
Glenn Langosh III,feliz,depositando,177943.23,N,224135.40000000125,10
Edison Hagenes DDS,feliz,sacando,57688.66,N,166446.74000000124,10
Edison Hagenes DDS,feliz,depositando,182336.56,N,348783.3000000012,10
Moises Wunsch II,feliz,sacando,285502.08,N,63281.220000001194,10
Moises Wunsch II,feliz,depositando,4727.99,N,68009.2100000012,10
Marcelo Lang,feliz,sacando,1613.28,N,66395.9300000012,10
Marcelo Lang,feliz,depositando,87081.25,N,153477.18000000122,10
Saul Ryan,feliz,sacando,104912.02,N,48565.16000000121,10
Saul Ryan,feliz,depositando,217033.94,N,265599.1000000012,10
Marquetta Grimes,feliz,sacando,25346.47,N,240252.6300000012,10
Marquetta Grimes,feliz,depositando,419751.89,N,660004.5200000012,10
Saul Ryan,feliz,sacando,80367.2,N,579637.3200000012,10
Saul Ryan,feliz,depositando,58929.43,N,638566.7500000013,10
Marcelo Lang,feliz,sacando,53456.97,N,585109.7800000013,10
Marcelo Lang,feliz,depositando,56163.51,N,641273.2900000013,10
Carmelo Boyle,paciente,aguardando,326407.02,N,641273.2900000013,10
Carmelo Boyle,paciente,sacando,326407.02,N,314866.2700000013,10
Carmelo Boyle,feliz,depositando,256894.92,N,571761.1900000013,10
Dusti Brakus,paciente,aguardando,91375.73,N,571761.1900000013,10
Dusti Brakus,paciente,sacando,91375.73,N,480385.46000000136,10
Dusti Brakus,feliz,depositando,131040.07,N,611425.5300000014,10
Moises Wunsch II,feliz,sacando,8353.11,N,603072.4200000014,10
Moises Wunsch II,feliz,depositando,17143.72,N,620216.1400000014,10
Edison Hagenes DDS,feliz,sacando,14277.88,N,605938.2600000014,10
Edison Hagenes DDS,feliz,depositando,46958.26,N,652896.5200000014,10
Glenn Langosh III,feliz,sacando,73864.61,N,579031.9100000014,10
Glenn Langosh III,feliz,depositando,47720.57,N,626752.4800000014,10
Mrs. Horacio Weissnat,feliz,sacando,10073.6,N,616678.8800000014,10
Mrs. Horacio Weissnat,feliz,depositando,78130.74,N,694809.6200000014,10
Allan Kuhlman,feliz,sacando,99545.8,N,595263.8200000013,10
Allan Kuhlman,feliz,depositando,36393.48,N,631657.3000000013,10
Mrs. Horacio Weissnat,feliz,sacando,144072.54,N,487584.7600000013,10
Mrs. Horacio Weissnat,feliz,depositando,20842.93,N,508427.6900000013,10
Glenn Langosh III,feliz,sacando,250012.79,N,258414.90000000127,10
Glenn Langosh III,feliz,depositando,81916.78,N,340331.6800000013,10
Edison Hagenes DDS,feliz,sacando,117067.98,N,223263.7000000013,10
Edison Hagenes DDS,feliz,depositando,159053.75,N,382317.4500000013,10
Moises Wunsch II,feliz,sacando,203733.38,N,178584.0700000013,10
Moises Wunsch II,feliz,depositando,225718.86,N,404302.9300000013,10
Dusti Brakus,feliz,sacando,116234.65,N,288068.2800000013,10
Dusti Brakus,feliz,depositando,8904.34,N,296972.62000000133,10
Carmelo Boyle,feliz,sacando,30181.78,N,266790.84000000136,10
Carmelo Boyle,feliz,depositando,185203.75,N,451994.59000000136,10
Marcelo Lang,feliz,sacando,200725.58,N,251269.01000000138,10
Marcelo Lang,feliz,depositando,244577.6,N,495846.6100000014,10
Saul Ryan,feliz,sacando,140841.42,N,355005.19000000134,10
Saul Ryan,feliz,depositando,64813.82,N,419819.01000000135,10
Marquetta Grimes,feliz,sacando,150224.15,N,269594.8600000014,10
Marquetta Grimes,feliz,depositando,215111.3,N,484706.1600000014,10
Saul Ryan,feliz,sacando,12839.16,N,471867.0000000014,10
Saul Ryan,feliz,depositando,20487.83,N,492354.8300000014,10
Marcelo Lang,feliz,sacando,78141.11,N,414213.7200000014,10
Marcelo Lang,feliz,depositando,73828.78,N,488042.5000000014,10
Carmelo Boyle,feliz,sacando,163226.4,N,324816.1000000014,10
Carmelo Boyle,feliz,depositando,62843.93,N,387660.03000000137,10
Dusti Brakus,feliz,sacando,65433.87,N,322226.1600000014,10
Dusti Brakus,feliz,depositando,107221.42,N,429447.58000000136,10
Moises Wunsch II,feliz,sacando,42752.2,N,386695.38000000134,10
Moises Wunsch II,feliz,depositando,13824.16,N,400519.5400000013,10
Edison Hagenes DDS,feliz,sacando,124243.24,N,276276.3000000013,10
Edison Hagenes DDS,feliz,depositando,109340.6,N,385616.9000000013,10
Glenn Langosh III,feliz,sacando,54817.16,N,330799.7400000013,10
Glenn Langosh III,feliz,depositando,132038.42,N,462838.1600000013,10
Mrs. Horacio Weissnat,feliz,sacando,120914.91,N,341923.2500000013,10
Mrs. Horacio Weissnat,feliz,depositando,54633.15,N,396556.4000000013,10
Allan Kuhlman,feliz,sacando,249561.14,N,146995.2600000013,10
Allan Kuhlman,feliz,depositando,268013.76,N,415009.0200000013,10
Mrs. Horacio Weissnat,feliz,sacando,58039.73,N,356969.2900000013,10
Mrs. Horacio Weissnat,feliz,depositando,59866.32,N,416835.6100000013,10
Glenn Langosh III,feliz,sacando,59725.66,N,357109.95000000135,10
Glenn Langosh III,feliz,depositando,78087.21,N,435197.1600000014,10
Edison Hagenes DDS,feliz,sacando,104461.52,N,330735.64000000135,10
Edison Hagenes DDS,feliz,depositando,141063.95,N,471799.59000000136,10
Moises Wunsch II,feliz,sacando,29642.15,N,442157.44000000134,10
Moises Wunsch II,feliz,depositando,142725.85,N,584883.2900000013,10
Dusti Brakus,feliz,sacando,98884.11,N,485999.18000000133,10
Dusti Brakus,feliz,depositando,139110.0,N,625109.1800000013,10
Carmelo Boyle,feliz,sacando,132010.73,N,493098.45000000135,10
Carmelo Boyle,feliz,depositando,53654.27,N,546752.7200000014,10
Marcelo Lang,feliz,sacando,188836.02,N,357916.70000000135,10
Marcelo Lang,feliz,depositando,119573.34,N,477490.0400000013,10
Saul Ryan,feliz,sacando,193118.95,N,284371.0900000013,10
Saul Ryan,feliz,depositando,176830.83,N,461201.9200000013,10
Marquetta Grimes,feliz,sacando,192242.9,N,268959.0200000013,10
Marquetta Grimes,feliz,depositando,64711.24,N,333670.2600000013,10
Saul Ryan,feliz,sacando,93595.33,N,240074.93000000127,10
Saul Ryan,feliz,depositando,109896.62,N,349971.55000000127,10
Marcelo Lang,feliz,sacando,90978.15,N,258993.40000000127,10
Marcelo Lang,feliz,depositando,196145.62,N,455139.0200000013,10
Carmelo Boyle,feliz,sacando,20011.56,N,435127.4600000013,10
Carmelo Boyle,feliz,depositando,46729.53,N,481856.9900000013,10
Dusti Brakus,feliz,sacando,225058.8,N,256798.19000000128,10
Dusti Brakus,feliz,depositando,97240.93,N,354039.1200000013,10
Moises Wunsch II,feliz,sacando,125473.49,N,228565.63000000129,10
Moises Wunsch II,feliz,depositando,188369.22,N,416934.85000000126,10
Edison Hagenes DDS,feliz,sacando,58396.92,N,358537.9300000013,10
Edison Hagenes DDS,feliz,depositando,189820.67,N,548358.6000000013,10
Glenn Langosh III,feliz,sacando,59410.51,N,488948.09000000125,10
Glenn Langosh III,feliz,depositando,22522.23,N,511470.32000000123,10
Mrs. Horacio Weissnat,feliz,sacando,30752.56,N,480717.76000000123,10
Mrs. Horacio Weissnat,feliz,depositando,152474.79,N,633192.5500000012,10
Allan Kuhlman,feliz,sacando,147068.56,N,486123.9900000012,10
Allan Kuhlman,feliz,depositando,162323.26,N,648447.2500000012,10
Mrs. Horacio Weissnat,feliz,sacando,153091.12,N,495356.13000000117,10
Mrs. Horacio Weissnat,feliz,depositando,41984.97,N,537341.1000000011,10
Glenn Langosh III,feliz,sacando,152771.36,N,384569.74000000115,10
Glenn Langosh III,feliz,depositando,14094.4,N,398664.1400000012,10
Edison Hagenes DDS,feliz,sacando,179280.18,N,219383.96000000119,10
Edison Hagenes DDS,feliz,depositando,194879.54,N,414263.50000000116,10
Moises Wunsch II,feliz,sacando,148968.32,N,265295.18000000116,10
Moises Wunsch II,feliz,depositando,54451.66,N,319746.84000000113,10
Dusti Brakus,feliz,sacando,19331.72,N,300415.12000000116,10
Dusti Brakus,feliz,depositando,133204.39,N,433619.5100000012,10
Carmelo Boyle,feliz,sacando,82556.66,N,351062.85000000114,10
Carmelo Boyle,feliz,depositando,111036.58,N,462099.43000000116,10
Marcelo Lang,feliz,sacando,124160.49,N,337938.94000000117,10
Marcelo Lang,feliz,depositando,66883.16,N,404822.10000000114,10
Saul Ryan,feliz,sacando,40463.61,N,364358.49000000115,10
Saul Ryan,feliz,depositando,74326.72,N,438685.2100000011,10
Marquetta Grimes,feliz,sacando,41509.5,N,397175.7100000011,10
Marquetta Grimes,feliz,depositando,108678.22,N,505853.9300000011,10
Saul Ryan,feliz,sacando,39423.24,N,466430.6900000011,10
Saul Ryan,feliz,depositando,97586.47,N,564017.1600000011,10
Marcelo Lang,feliz,sacando,139087.8,N,424929.3600000011,10
Marcelo Lang,feliz,depositando,151341.92,N,576271.2800000011,10
Carmelo Boyle,feliz,sacando,160811.85,N,415459.4300000011,10
Carmelo Boyle,feliz,depositando,124172.09,N,539631.5200000011,10
Dusti Brakus,feliz,sacando,11431.59,N,528199.9300000011,10
Dusti Brakus,feliz,depositando,60145.71,N,588345.6400000011,10
Moises Wunsch II,feliz,sacando,32840.01,N,555505.630000001,10
Moises Wunsch II,feliz,depositando,56271.59,N,611777.220000001,10
Edison Hagenes DDS,feliz,sacando,128988.73,N,482788.49000000104,10
Edison Hagenes DDS,feliz,depositando,93618.7,N,576407.190000001,10
Glenn Langosh III,feliz,sacando,145957.92,N,430449.27000000095,10
Glenn Langosh III,feliz,depositando,138696.6,N,569145.8700000009,10
Mrs. Horacio Weissnat,feliz,sacando,148668.86,N,420477.01000000094,10
Mrs. Horacio Weissnat,feliz,depositando,31274.17,N,451751.1800000009,10
Allan Kuhlman,feliz,sacando,249771.2,N,201979.9800000009,10
Allan Kuhlman,feliz,depositando,280958.8,N,482938.7800000009,10
Mrs. Horacio Weissnat,feliz,sacando,100656.79,N,382281.9900000009,10
