nomeCliente,emocaoCliente,statusCliente,valor,foiEmbora,valorTotal,quantidadeClientes
Ike Lebsack,feliz,depositando,942.49,N,18088.74,1000
Howard Luettgen,feliz,sacando,1725.84,N,16362.900000000001,1000
Howard Luettgen,feliz,depositando,3697.04,N,20059.940000000002,1000
Jae Powlowski,feliz,sacando,124.69,N,19935.250000000004,1000
Jae Powlowski,feliz,depositando,2591.79,N,22527.040000000005,1000
Carley Greenfelder,feliz,sacando,2595.79,N,19931.250000000004,1000
Carley Greenfelder,feliz,depositando,2850.78,N,22782.030000000002,1000
Mr. Colton Trantow,feliz,sacando,2847.58,N,19934.450000000004,1000
Mr. Colton Trantow,feliz,depositando,920.01,N,20854.460000000003,1000
Theron Schmidt,feliz,sacando,2889.17,N,17965.29,1000
Theron Schmidt,feliz,depositando,2842.51,N,20807.800000000003,1000
Kaitlin McClure,feliz,sacando,2570.23,N,18237.570000000003,1000
Kaitlin McClure,feliz,depositando,3975.65,N,22213.220000000005,1000
Sharon O'Connell,feliz,sacando,2527.84,N,19685.380000000005,1000
Sharon O'Connell,feliz,depositando,934.78,N,20620.160000000003,1000
Louann Kerluke,feliz,sacando,1334.25,N,19285.910000000003,1000
Louann Kerluke,feliz,depositando,2977.17,N,22263.08,1000
Mrs. Perla Crist,feliz,sacando,68.72,N,22194.36,1000
Mrs. Perla Crist,feliz,depositando,2550.16,N,24744.52,1000
Carmel Herzog,feliz,sacando,2383.51,N,22361.010000000002,1000
Carmel Herzog,feliz,depositando,1299.33,N,23660.340000000004,1000
Anastasia Hahn,feliz,sacando,2479.41,N,21180.930000000004,1000
Anastasia Hahn,feliz,depositando,4102.57,N,25283.500000000004,1000
Kenny Schmeler DDS,feliz,sacando,2910.51,N,22372.990000000005,1000
Kenny Schmeler DDS,feliz,depositando,1629.05,N,24002.040000000005,1000
Kareem Moen,feliz,sacando,3122.91,N,20879.130000000005,1000
Kareem Moen,feliz,depositando,3560.69,N,24439.820000000003,1000
Man Streich,feliz,sacando,3227.41,N,21212.410000000003,1000
Man Streich,feliz,depositando,1762.17,N,22974.58,1000
Maximo Altenwerth III,feliz,sacando,808.25,N,22166.33,1000
Maximo Altenwerth III,feliz,depositando,1319.03,N,23485.36,1000
Rodolfo Wolff,feliz,sacando,1926.79,N,21558.57,1000
Rodolfo Wolff,feliz,depositando,1079.38,N,22637.95,1000
Dr. Deb Crooks,feliz,sacando,3686.64,N,18951.31,1000
Dr. Deb Crooks,feliz,depositando,17.28,N,18968.59,1000
Kayleigh Heller MD,feliz,sacando,1149.03,N,17819.56,1000
Kayleigh Heller MD,feliz,depositando,4177.06,N,21996.620000000003,1000
Loni Wisoky,feliz,sacando,891.43,N,21105.190000000002,1000
Loni Wisoky,feliz,depositando,103.98,N,21209.170000000002,1000
Aurore Bartell,feliz,sacando,3046.73,N,18162.440000000002,1000
Aurore Bartell,feliz,depositando,2551.33,N,20713.770000000004,1000
Terri Kovacek,feliz,sacando,251.99,N,20461.780000000002,1000
Terri Kovacek,feliz,depositando,3119.79,N,23581.570000000003,1000
Mrs. Timmy Beahan,feliz,sacando,403.24,N,23178.33,1000
Mrs. Timmy Beahan,feliz,depositando,1302.49,N,24480.820000000003,1000
Stewart Mraz,feliz,sacando,540.37,N,23940.450000000004,1000
Stewart Mraz,feliz,depositando,2846.13,N,26786.580000000005,1000
Willian Cole,feliz,sacando,1168.96,N,25617.620000000006,1000
Willian Cole,feliz,depositando,3217.82,N,28835.440000000006,1000
Ricky Strosin,feliz,sacando,65.99,N,28769.450000000004,1000
Ricky Strosin,feliz,depositando,34.08,N,28803.530000000006,1000
Kyoko Towne,feliz,sacando,2632.61,N,26170.920000000006,1000
Kyoko Towne,feliz,depositando,743.52,N,26914.440000000006,1000
Edgardo Kozey,feliz,sacando,2799.85,N,24114.590000000007,1000
Edgardo Kozey,feliz,depositando,3336.6,N,27451.190000000006,1000
Jarred King,feliz,sacando,911.33,N,26539.860000000004,1000
Jarred King,feliz,depositando,3566.75,N,30106.610000000004,1000
Clemmie Hane,feliz,sacando,2292.63,N,27813.980000000003,1000
Clemmie Hane,feliz,depositando,1025.37,N,28839.350000000002,1000
Edmund Schneider,feliz,sacando,3386.24,N,25453.11,1000
Edmund Schneider,feliz,depositando,4700.01,N,30153.120000000003,1000
Hector Ziemann,feliz,sacando,3624.49,N,26528.630000000005,1000
Hector Ziemann,feliz,depositando,2667.59,N,29196.220000000005,1000
Janelle Mante,feliz,sacando,116.04,N,29080.180000000004,1000
Janelle Mante,feliz,depositando,164.6,N,29244.780000000002,1000
Ronnie Schoen,feliz,sacando,1698.52,N,27546.260000000002,1000
Ronnie Schoen,feliz,depositando,3405.34,N,30951.600000000002,1000
Seema Koepp,feliz,sacando,1245.66,N,29705.940000000002,1000
Seema Koepp,feliz,depositando,887.58,N,30593.520000000004,1000
Bob Ondricka,feliz,sacando,804.77,N,29788.750000000004,1000
Bob Ondricka,feliz,depositando,550.27,N,30339.020000000004,1000
Ms. Ailene O'Hara,feliz,sacando,955.18,N,29383.840000000004,1000
Ms. Ailene O'Hara,feliz,depositando,2045.17,N,31429.010000000002,1000
Royce Trantow,feliz,sacando,740.75,N,30688.260000000002,1000
Royce Trantow,feliz,depositando,2332.05,N,33020.310000000005,1000
Frank Witting,feliz,sacando,2002.41,N,31017.900000000005,1000
Frank Witting,feliz,depositando,166.71,N,31184.610000000004,1000
Randee Gibson,feliz,sacando,165.01,N,31019.600000000006,1000
Randee Gibson,feliz,depositando,2556.39,N,33575.990000000005,1000
Delaine King,feliz,sacando,3004.98,N,30571.010000000006,1000
Delaine King,feliz,depositando,1199.83,N,31770.840000000004,1000
Sang Gutkowski,feliz,sacando,2505.68,N,29265.160000000003,1000
Sang Gutkowski,feliz,depositando,3659.84,N,32925.0,1000
Dr. Jed Kilback,feliz,sacando,940.76,N,31984.24,1000
Dr. Jed Kilback,feliz,depositando,4123.81,N,36108.05,1000
Orlando Schaefer,feliz,sacando,826.26,N,35281.79,1000
Orlando Schaefer,feliz,depositando,339.09,N,35620.88,1000
Walton Murphy,feliz,sacando,1677.21,N,33943.67,1000
Walton Murphy,feliz,depositando,332.01,N,34275.68,1000
Miss Clifton McGlynn,feliz,sacando,1098.04,N,33177.64,1000
Miss Clifton McGlynn,feliz,depositando,2529.28,N,35706.92,1000
Ross Bechtelar,feliz,sacando,731.08,N,34975.84,1000
Ross Bechtelar,feliz,depositando,5303.84,N,40279.67999999999,1000
Nevada Parisian,feliz,sacando,1564.7,N,38714.979999999996,1000
Nevada Parisian,feliz,depositando,5110.65,N,43825.63,1000
Wilfredo Heathcote Sr.,feliz,sacando,2189.61,N,41636.02,1000
Wilfredo Heathcote Sr.,feliz,depositando,5251.61,N,46887.63,1000
Theron Donnelly,feliz,sacando,2139.12,N,44748.509999999995,1000
Theron Donnelly,feliz,depositando,3518.8,N,48267.31,1000
Elaina Jones,feliz,sacando,1196.62,N,47070.689999999995,1000
Elaina Jones,feliz,depositando,1857.31,N,48927.99999999999,1000
Yasuko Shields,feliz,sacando,1686.97,N,47241.02999999999,1000
Yasuko Shields,feliz,depositando,3028.95,N,50269.97999999999,1000
Mira Mann,feliz,sacando,1784.24,N,48485.73999999999,1000
Mira Mann,feliz,depositando,3730.95,N,52216.68999999999,1000
Mikel Pacocha,feliz,sacando,2138.76,N,50077.929999999986,1000
Mikel Pacocha,feliz,depositando,3134.92,N,53212.849999999984,1000
Jerrold Kshlerin,feliz,sacando,3923.51,N,49289.33999999998,1000
Jerrold Kshlerin,feliz,depositando,840.64,N,50129.97999999998,1000
Ramiro Toy,feliz,sacando,898.88,N,49231.099999999984,1000
Ramiro Toy,feliz,depositando,1389.55,N,50620.64999999999,1000
Richelle Renner,feliz,sacando,3909.89,N,46710.75999999999,1000
Richelle Renner,feliz,depositando,4157.55,N,50868.30999999999,1000
Ned Mosciski II,feliz,sacando,2498.18,N,48370.12999999999,1000
Ned Mosciski II,feliz,depositando,3381.21,N,51751.33999999999,1000
Barton Gusikowski,feliz,sacando,3457.44,N,48293.89999999999,1000
Barton Gusikowski,feliz,depositando,1574.66,N,49868.55999999999,1000
Miquel Barton,feliz,sacando,3496.17,N,46372.38999999999,1000
Miquel Barton,feliz,depositando,3615.8,N,49988.189999999995,1000
Deidre Mante,feliz,sacando,1323.86,N,48664.329999999994,1000
Deidre Mante,feliz,depositando,350.64,N,49014.969999999994,1000
Jody Tromp,feliz,sacando,2015.56,N,46999.409999999996,1000
Jody Tromp,feliz,depositando,3031.31,N,50030.719999999994,1000
Miss Nichole Windler,feliz,sacando,2545.85,N,47484.869999999995,1000
Miss Nichole Windler,feliz,depositando,2990.93,N,50475.799999999996,1000
Pura Friesen,feliz,sacando,2575.21,N,47900.59,1000
Pura Friesen,feliz,depositando,2300.55,N,50201.14,1000
Nada Muller,feliz,sacando,2483.19,N,47717.95,1000
Nada Muller,feliz,depositando,2815.17,N,50533.119999999995,1000
Bart Steuber,feliz,sacando,1992.5,N,48540.619999999995,1000
Bart Steuber,feliz,depositando,1189.25,N,49729.869999999995,1000
Jeffry White,feliz,sacando,1680.92,N,48048.95,1000
Jeffry White,feliz,depositando,3617.47,N,51666.42,1000
Ayesha Brekke MD,feliz,sacando,2231.71,N,49434.71,1000
Ayesha Brekke MD,feliz,depositando,5343.11,N,54777.82,1000
Jeffry White,feliz,sacando,16824.29,N,37953.53,1000
Jeffry White,feliz,depositando,21227.92,N,59181.45,1000
Bart Steuber,feliz,sacando,4489.75,N,54691.7,1000
Bart Steuber,feliz,depositando,18384.1,N,73075.79999999999,1000
Nada Muller,feliz,sacando,10826.13,N,62249.66999999999,1000
Nada Muller,feliz,depositando,18455.05,N,80704.71999999999,1000
Pura Friesen,feliz,sacando,19321.46,N,61383.25999999999,1000
Pura Friesen,feliz,depositando,5609.75,N,66993.00999999998,1000
Miss Nichole Windler,feliz,sacando,15251.0,N,51742.00999999998,1000
Miss Nichole Windler,feliz,depositando,369.93,N,52111.93999999998,1000
Jody Tromp,feliz,sacando,1806.72,N,50305.21999999998,1000
Jody Tromp,feliz,depositando,4298.15,N,54603.36999999998,1000
Deidre Mante,feliz,sacando,3190.64,N,51412.72999999998,1000
Deidre Mante,feliz,depositando,8003.87,N,59416.599999999984,1000
Miquel Barton,feliz,sacando,9942.49,N,49474.109999999986,1000
Miquel Barton,feliz,depositando,8581.79,N,58055.89999999999,1000
Barton Gusikowski,feliz,sacando,6346.87,N,51709.029999999984,1000
Barton Gusikowski,feliz,depositando,5689.26,N,57398.289999999986,1000
Ned Mosciski II,feliz,sacando,17696.38,N,39701.90999999999,1000
Ned Mosciski II,feliz,depositando,9092.81,N,48794.71999999999,1000
Richelle Renner,feliz,sacando,6396.01,N,42398.709999999985,1000
Richelle Renner,feliz,depositando,13241.02,N,55639.72999999998,1000
Ramiro Toy,feliz,sacando,20128.76,N,35510.96999999999,1000
Ramiro Toy,feliz,depositando,5449.13,N,40960.099999999984,1000
Jerrold Kshlerin,feliz,sacando,10253.55,N,30706.549999999985,1000
Jerrold Kshlerin,feliz,depositando,11652.18,N,42358.72999999998,1000
Mikel Pacocha,feliz,sacando,18363.74,N,23994.98999999998,1000
Mikel Pacocha,feliz,depositando,1544.27,N,25539.25999999998,1000
Mira Mann,feliz,sacando,3120.06,N,22419.19999999998,1000
Mira Mann,feliz,depositando,4471.78,N,26890.979999999978,1000
Yasuko Shields,feliz,sacando,5339.0,N,21551.979999999978,1000
Yasuko Shields,feliz,depositando,22029.71,N,43581.68999999997,1000
Elaina Jones,feliz,sacando,18542.83,N,25038.85999999997,1000
Elaina Jones,feliz,depositando,231.85,N,25270.70999999997,1000
Theron Donnelly,feliz,sacando,6150.76,N,19119.949999999968,1000
Theron Donnelly,feliz,depositando,7361.78,N,26481.729999999967,1000
Wilfredo Heathcote Sr.,feliz,sacando,5187.05,N,21294.679999999968,1000
Wilfredo Heathcote Sr.,feliz,depositando,17674.87,N,38969.54999999997,1000
Nevada Parisian,feliz,sacando,4532.65,N,34436.899999999965,1000
Nevada Parisian,feliz,depositando,9470.27,N,43907.16999999997,1000
Ross Bechtelar,feliz,sacando,46.69,N,43860.47999999997,1000
Ross Bechtelar,feliz,depositando,3128.51,N,46988.98999999997,1000
Miss Clifton McGlynn,feliz,sacando,6905.25,N,40083.73999999997,1000
Miss Clifton McGlynn,feliz,depositando,576.38,N,40660.119999999966,1000
Walton Murphy,feliz,sacando,12863.96,N,27796.159999999967,1000
Walton Murphy,feliz,depositando,3249.35,N,31045.509999999966,1000
Orlando Schaefer,feliz,sacando,10857.98,N,20187.529999999966,1000
Orlando Schaefer,feliz,depositando,18331.32,N,38518.84999999996,1000
Dr. Jed Kilback,feliz,sacando,16.32,N,38502.52999999996,1000
Dr. Jed Kilback,feliz,depositando,16164.93,N,54667.45999999996,1000
Sang Gutkowski,feliz,sacando,7492.2,N,47175.259999999966,1000
Sang Gutkowski,feliz,depositando,6027.04,N,53202.29999999997,1000
Delaine King,feliz,sacando,12432.06,N,40770.23999999997,1000
Delaine King,feliz,depositando,16957.56,N,57727.799999999974,1000
Randee Gibson,feliz,sacando,6477.31,N,51250.489999999976,1000
Randee Gibson,feliz,depositando,4645.26,N,55895.74999999998,1000
Frank Witting,feliz,sacando,59.72,N,55836.02999999998,1000
Frank Witting,feliz,depositando,14014.14,N,69850.16999999998,1000
Royce Trantow,feliz,sacando,5694.19,N,64155.97999999998,1000
Royce Trantow,feliz,depositando,12376.14,N,76532.11999999998,1000
Ms. Ailene O'Hara,feliz,sacando,1570.93,N,74961.18999999999,1000
Ms. Ailene O'Hara,feliz,depositando,11180.14,N,86141.32999999999,1000
Bob Ondricka,feliz,sacando,8185.43,N,77955.9,1000
Bob Ondricka,feliz,depositando,9546.88,N,87502.78,1000
Seema Koepp,feliz,sacando,4897.59,N,82605.19,1000
Seema Koepp,feliz,depositando,15396.53,N,98001.72,1000
Ronnie Schoen,feliz,sacando,5026.25,N,92975.47,1000
Ronnie Schoen,feliz,depositando,16652.4,N,109627.87,1000
Janelle Mante,feliz,sacando,4351.97,N,105275.9,1000
Janelle Mante,feliz,depositando,8123.88,N,113399.78,1000
Hector Ziemann,feliz,sacando,2794.57,N,110605.20999999999,1000
Hector Ziemann,feliz,depositando,8536.4,N,119141.60999999999,1000
Edmund Schneider,feliz,sacando,4230.42,N,114911.18999999999,1000
Edmund Schneider,feliz,depositando,5261.26,N,120172.44999999998,1000
Clemmie Hane,feliz,sacando,3748.7,N,116423.74999999999,1000
Clemmie Hane,feliz,depositando,7724.62,N,124148.36999999998,1000
Jarred King,feliz,sacando,174.13,N,123974.23999999998,1000
Jarred King,feliz,depositando,5095.99,N,129070.22999999998,1000
Edgardo Kozey,feliz,sacando,2955.97,N,126114.25999999998,1000
Edgardo Kozey,feliz,depositando,12357.1,N,138471.36,1000
Kyoko Towne,feliz,sacando,8802.65,N,129668.70999999999,1000
Kyoko Towne,feliz,depositando,2726.24,N,132394.94999999998,1000
Ricky Strosin,feliz,sacando,10850.89,N,121544.05999999998,1000
Ricky Strosin,feliz,depositando,15186.62,N,136730.68,1000
Willian Cole,feliz,sacando,11079.5,N,125651.18,1000
Willian Cole,feliz,depositando,8333.86,N,133985.03999999998,1000
Stewart Mraz,feliz,sacando,1224.34,N,132760.69999999998,1000
Stewart Mraz,feliz,depositando,11044.56,N,143805.25999999998,1000
Mrs. Timmy Beahan,feliz,sacando,3929.35,N,139875.90999999997,1000
Mrs. Timmy Beahan,feliz,depositando,5753.83,N,145629.73999999996,1000
Terri Kovacek,feliz,sacando,6484.58,N,139145.15999999997,1000
Terri Kovacek,feliz,depositando,4868.72,N,144013.87999999998,1000
Aurore Bartell,feliz,sacando,7581.43,N,136432.44999999998,1000
Aurore Bartell,feliz,depositando,774.29,N,137206.74,1000
Loni Wisoky,feliz,sacando,442.13,N,136764.61,1000
Loni Wisoky,feliz,depositando,2989.87,N,139754.47999999998,1000
Kayleigh Heller MD,feliz,sacando,3038.6,N,136715.87999999998,1000
Kayleigh Heller MD,feliz,depositando,10139.91,N,146855.78999999998,1000
Dr. Deb Crooks,feliz,sacando,7115.22,N,139740.56999999998,1000
Dr. Deb Crooks,feliz,depositando,8394.89,N,148135.45999999996,1000
Rodolfo Wolff,feliz,sacando,3459.07,N,144676.38999999996,1000
Rodolfo Wolff,feliz,depositando,4336.31,N,149012.69999999995,1000
Maximo Altenwerth III,feliz,sacando,4746.76,N,144265.93999999994,1000
Maximo Altenwerth III,feliz,depositando,6141.77,N,150407.70999999993,1000
Man Streich,feliz,sacando,8341.15,N,142066.55999999994,1000
Man Streich,feliz,depositando,4603.94,N,146670.49999999994,1000
Kareem Moen,feliz,sacando,6609.87,N,140060.62999999995,1000
Kareem Moen,feliz,depositando,60.3,N,140120.92999999993,1000
Kenny Schmeler DDS,feliz,sacando,6700.86,N,133420.06999999995,1000
Kenny Schmeler DDS,feliz,depositando,7188.89,N,140608.95999999996,1000
Anastasia Hahn,feliz,sacando,6481.65,N,134127.30999999997,1000
Anastasia Hahn,feliz,depositando,13028.73,N,147156.03999999998,1000
Carmel Herzog,feliz,sacando,5336.22,N,141819.81999999998,1000
Carmel Herzog,feliz,depositando,1438.93,N,143258.74999999997,1000
Mrs. Perla Crist,feliz,sacando,6840.95,N,136417.79999999996,1000
Mrs. Perla Crist,feliz,depositando,11522.53,N,147940.32999999996,1000
Louann Kerluke,feliz,sacando,8456.3,N,139484.02999999997,1000
Louann Kerluke,feliz,depositando,9693.87,N,149177.89999999997,1000
Sharon O'Connell,feliz,sacando,7247.44,N,141930.45999999996,1000
Sharon O'Connell,feliz,depositando,7704.27,N,149634.72999999995,1000
Kaitlin McClure,feliz,sacando,641.9,N,148992.82999999996,1000
Kaitlin McClure,feliz,depositando,495.79,N,149488.61999999997,1000
Theron Schmidt,feliz,sacando,7539.31,N,141949.30999999997,1000
Theron Schmidt,feliz,depositando,4889.61,N,146838.91999999995,1000
Mr. Colton Trantow,feliz,sacando,2632.76,N,144206.15999999995,1000
Mr. Colton Trantow,feliz,depositando,1409.17,N,145615.32999999996,1000
Carley Greenfelder,feliz,sacando,4424.96,N,141190.36999999997,1000
Carley Greenfelder,feliz,depositando,2332.52,N,143522.88999999996,1000
Jae Powlowski,feliz,sacando,8592.02,N,134930.86999999997,1000
Jae Powlowski,feliz,depositando,7952.89,N,142883.75999999998,1000
Howard Luettgen,feliz,sacando,148.55,N,142735.21,1000
Howard Luettgen,feliz,depositando,1508.01,N,144243.22,1000
Ike Lebsack,feliz,sacando,6261.38,N,137981.84,1000
Ike Lebsack,feliz,depositando,80.53,N,138062.37,1000
Doria Hilpert,feliz,sacando,5553.7,N,132508.66999999998,1000
Doria Hilpert,feliz,depositando,8470.51,N,140979.18,1000
Miquel Mosciski DDS,feliz,sacando,1993.14,N,138986.03999999998,1000
Miquel Mosciski DDS,feliz,depositando,4999.65,N,143985.68999999997,1000
Silvana Jenkins,feliz,sacando,969.78,N,143015.90999999997,1000
Silvana Jenkins,feliz,depositando,6685.04,N,149700.94999999998,1000
Georgetta Stark,feliz,sacando,6138.77,N,143562.18,1000
Georgetta Stark,feliz,depositando,8126.7,N,151688.88,1000
Quincy Schuster,feliz,sacando,5735.77,N,145953.11000000002,1000
Quincy Schuster,feliz,depositando,1769.2,N,147722.31000000003,1000
Jonah Kuhlman,feliz,sacando,5687.99,N,142034.32000000004,1000
Jonah Kuhlman,feliz,depositando,4048.5,N,146082.82000000004,1000
Miss Carlos Waters,feliz,sacando,2883.12,N,143199.70000000004,1000
Miss Carlos Waters,feliz,depositando,5906.46,N,149106.16000000003,1000
Jean Murazik,feliz,sacando,4495.43,N,144610.73000000004,1000
Jean Murazik,feliz,depositando,2815.09,N,147425.82000000004,1000
Dr. Everett Grady,feliz,sacando,5254.35,N,142171.47000000003,1000
Dr. Everett Grady,feliz,depositando,962.95,N,143134.42000000004,1000
Miss Dorothea Dicki,feliz,sacando,4152.02,N,138982.40000000005,1000
Miss Dorothea Dicki,feliz,depositando,6712.69,N,145695.09000000005,1000
Gigi Fahey Jr.,feliz,sacando,2952.32,N,142742.77000000005,1000
Gigi Fahey Jr.,feliz,depositando,7768.87,N,150511.64000000004,1000
Davis Crist,feliz,sacando,3287.63,N,147224.01000000004,1000
Davis Crist,feliz,depositando,2785.87,N,150009.88000000003,1000
Kristi Gislason,feliz,sacando,1165.11,N,148844.77000000005,1000
Kristi Gislason,feliz,depositando,739.64,N,149584.41000000006,1000
Juan Fisher,feliz,sacando,770.79,N,148813.62000000005,1000
Juan Fisher,feliz,depositando,3950.88,N,152764.50000000006,1000
Mr. Cory Bartell,feliz,sacando,552.54,N,152211.96000000005,1000
Mr. Cory Bartell,feliz,depositando,530.99,N,152742.95000000004,1000
Terina Kunde,feliz,sacando,1220.51,N,151522.44000000003,1000
Terina Kunde,feliz,depositando,1374.53,N,152896.97000000003,1000
Michel Metz,feliz,sacando,253.09,N,152643.88000000003,1000
Michel Metz,feliz,depositando,4003.32,N,156647.20000000004,1000
Blake Jones,feliz,sacando,3047.71,N,153599.49000000005,1000
Blake Jones,feliz,depositando,62.02,N,153661.51000000004,1000
Arianne Fisher MD,feliz,sacando,2924.45,N,150737.06000000003,1000
Arianne Fisher MD,feliz,depositando,911.07,N,151648.13000000003,1000
Ashely Legros,feliz,sacando,149.75,N,151498.38000000003,1000
Ashely Legros,feliz,depositando,371.03,N,151869.41000000003,1000
Mrs. Loida Kerluke,feliz,sacando,1360.82,N,150508.59000000003,1000
Mrs. Loida Kerluke,feliz,depositando,3910.56,N,154419.15000000002,1000
Mr. Toby Gislason,feliz,sacando,2590.48,N,151828.67,1000
Mr. Toby Gislason,feliz,depositando,3803.58,N,155632.25,1000
Janeen Conn,feliz,sacando,2900.0,N,152732.25,1000
Janeen Conn,feliz,depositando,3073.32,N,155805.57,1000
Lucas Fritsch,feliz,sacando,752.26,N,155053.31,1000
Lucas Fritsch,feliz,depositando,578.97,N,155632.28,1000
Miss Asley Howe,feliz,sacando,254.6,N,155377.68,1000
Miss Asley Howe,feliz,depositando,2008.92,N,157386.6,1000
Chester Senger,feliz,sacando,2735.77,N,154650.83000000002,1000
Chester Senger,feliz,depositando,1035.82,N,155686.65000000002,1000
Jamel Hauck,feliz,sacando,98.74,N,155587.91000000003,1000
Jamel Hauck,feliz,depositando,2657.27,N,158245.18000000002,1000
Carlo Berge,feliz,sacando,873.13,N,157372.05000000002,1000
Carlo Berge,feliz,depositando,2266.27,N,159638.32,1000
Stefani Bernier,feliz,sacando,336.55,N,159301.77000000002,1000
Stefani Bernier,feliz,depositando,2569.72,N,161871.49000000002,1000
Bruno Fadel,feliz,sacando,1074.65,N,160796.84000000003,1000
Bruno Fadel,feliz,depositando,3854.77,N,164651.61000000002,1000
Petronila Stoltenberg,feliz,sacando,1267.43,N,163384.18000000002,1000
Petronila Stoltenberg,feliz,depositando,3922.26,N,167306.44000000003,1000
Romeo Sauer,feliz,sacando,1096.5,N,166209.94000000003,1000
Romeo Sauer,feliz,depositando,1583.55,N,167793.49000000002,1000
Kent Schumm,feliz,sacando,838.51,N,166954.98,1000
Kent Schumm,feliz,depositando,229.13,N,167184.11000000002,1000
Mrs. Cordell King,feliz,sacando,2733.97,N,164450.14,1000
Mrs. Cordell King,feliz,depositando,1260.88,N,165711.02000000002,1000
Dorthea Fadel,feliz,sacando,827.15,N,164883.87000000002,1000
Dorthea Fadel,feliz,depositando,230.11,N,165113.98,1000
Chu Nitzsche,feliz,sacando,2715.0,N,162398.98,1000
Chu Nitzsche,feliz,depositando,2853.52,N,165252.5,1000
Johnie Bauch,feliz,sacando,2337.46,N,162915.04,1000
Johnie Bauch,feliz,depositando,2860.04,N,165775.08000000002,1000
Miss Rod Christiansen,feliz,sacando,1268.77,N,164506.31000000003,1000
Miss Rod Christiansen,feliz,depositando,1180.81,N,165687.12000000002,1000
Burt Ebert,feliz,sacando,1731.07,N,163956.05000000002,1000
Burt Ebert,feliz,depositando,1266.02,N,165222.07,1000
Annetta Schamberger,feliz,sacando,2563.86,N,162658.21000000002,1000
Annetta Schamberger,feliz,depositando,3789.07,N,166447.28000000003,1000
Ashlyn Metz,feliz,sacando,1290.25,N,165157.03000000003,1000
Ashlyn Metz,feliz,depositando,1142.22,N,166299.25000000003,1000
Robbie Sporer III,feliz,sacando,646.94,N,165652.31000000003,1000
Robbie Sporer III,feliz,depositando,1612.08,N,167264.39,1000
Ms. Brett Conn,feliz,sacando,692.23,N,166572.16,1000
Ms. Brett Conn,feliz,depositando,1172.34,N,167744.5,1000
Miss Mamie Orn,feliz,sacando,1530.35,N,166214.15,1000
Miss Mamie Orn,feliz,depositando,3687.33,N,169901.47999999998,1000
Tess Kemmer,feliz,sacando,2581.48,N,167319.99999999997,1000
Tess Kemmer,feliz,depositando,2336.33,N,169656.32999999996,1000
Delois Johnston,feliz,sacando,1069.17,N,168587.15999999995,1000
Delois Johnston,feliz,depositando,2631.51,N,171218.66999999995,1000
Miss Pablo Fahey,feliz,sacando,494.67,N,170723.99999999994,1000
Miss Pablo Fahey,feliz,depositando,1143.71,N,171867.70999999993,1000
Theda MacGyver,feliz,sacando,547.97,N,171319.73999999993,1000
Theda MacGyver,feliz,depositando,818.64,N,172138.37999999995,1000
Carmelo Kunde,feliz,sacando,2203.18,N,169935.19999999995,1000
Carmelo Kunde,feliz,depositando,3746.68,N,173681.87999999995,1000
Antonio Collins,feliz,sacando,417.2,N,173264.67999999993,1000
Antonio Collins,feliz,depositando,2787.63,N,176052.30999999994,1000
Mr. Teodoro McGlynn,feliz,sacando,374.38,N,175677.92999999993,1000
Mr. Teodoro McGlynn,feliz,depositando,1378.43,N,177056.35999999993,1000
