nomeCliente,emocaoCliente,statusCliente,valor,foiEmbora,valorTotal,quantidadeClientes
Eliseo Kutch,feliz,depositando,4530.73,N,216200.60000000003,100
Lashawn White,feliz,sacando,29546.01,N,186654.59000000003,100
Lashawn White,feliz,depositando,24562.44,N,211217.03000000003,100
Avelina Feest IV,feliz,sacando,11131.43,N,200085.60000000003,100
Avelina Feest IV,feliz,depositando,17575.0,N,217660.60000000003,100
Ronald Mohr DVM,feliz,sacando,20341.03,N,197319.57000000004,100
Ronald Mohr DVM,feliz,depositando,38216.19,N,235535.76000000004,100
Celsa Cartwright,feliz,sacando,31989.46,N,203546.30000000005,100
Celsa Cartwright,feliz,depositando,8695.96,N,212242.26000000004,100
Dawna Abshire,feliz,sacando,29792.22,N,182450.04000000004,100
Dawna Abshire,feliz,depositando,8880.25,N,191330.29000000004,100
Mrs. Malcom Brown,feliz,sacando,23534.87,N,167795.42000000004,100
Mrs. Malcom Brown,feliz,depositando,41369.89,N,209165.31000000006,100
Malcom Cronin,feliz,sacando,19721.6,N,189443.71000000005,100
Malcom Cronin,feliz,depositando,4953.96,N,194397.67000000004,100
Israel Hayes,feliz,sacando,9890.01,N,184507.66000000003,100
Israel Hayes,feliz,depositando,43511.7,N,228019.36000000004,100
Dr. Bruce Bayer,feliz,sacando,15305.26,N,212714.10000000003,100
Dr. Bruce Bayer,feliz,depositando,14816.7,N,227530.80000000005,100
Antonia Erdman,feliz,sacando,33364.31,N,194166.49000000005,100
Antonia Erdman,feliz,depositando,23738.66,N,217905.15000000005,100
Levi Metz,feliz,sacando,11964.51,N,205940.64000000004,100
Levi Metz,feliz,depositando,22844.9,N,228785.54000000004,100
Humberto Stroman,feliz,sacando,542.91,N,228242.63000000003,100
Humberto Stroman,feliz,depositando,11906.2,N,240148.83000000005,100
Elsie Batz,feliz,sacando,22233.53,N,217915.30000000005,100
Elsie Batz,feliz,depositando,37242.68,N,255157.98000000004,100
Wendell Purdy,feliz,sacando,3534.3,N,251623.68000000005,100
Wendell Purdy,feliz,depositando,20815.27,N,272438.95000000007,100
Miss Nisha Hand,feliz,sacando,28729.49,N,243709.46000000008,100
Miss Nisha Hand,feliz,depositando,18959.04,N,262668.50000000006,100
Harlan Wehner,feliz,sacando,25669.13,N,236999.37000000005,100
Harlan Wehner,feliz,depositando,27537.05,N,264536.42000000004,100
Rolland Stehr,feliz,sacando,17333.3,N,247203.12000000005,100
Rolland Stehr,feliz,depositando,38448.55,N,285651.67000000004,100
Maryellen Sipes,feliz,sacando,3567.33,N,282084.34,100
Maryellen Sipes,feliz,depositando,26357.99,N,308442.33,100
Juan Considine,feliz,sacando,34841.74,N,273600.59,100
Juan Considine,feliz,depositando,11909.38,N,285509.97000000003,100
Audra Pfeffer,feliz,sacando,126.11,N,285383.86000000004,100
Audra Pfeffer,feliz,depositando,44763.27,N,330147.13000000006,100
Dr. Goldie Haag,feliz,sacando,36454.6,N,293692.5300000001,100
Dr. Goldie Haag,feliz,depositando,25644.81,N,319337.3400000001,100
Stephen Beatty,feliz,sacando,20148.23,N,299189.1100000001,100
Stephen Beatty,feliz,depositando,44194.01,N,343383.1200000001,100
Micheal Maggio,feliz,sacando,16109.18,N,327273.9400000001,100
Micheal Maggio,feliz,depositando,8776.19,N,336050.1300000001,100
Kalyn Skiles,feliz,sacando,36211.18,N,299838.9500000001,100
Kalyn Skiles,feliz,depositando,24703.55,N,324542.5000000001,100
Kari Waters,feliz,sacando,8323.84,N,316218.6600000001,100
Kari Waters,feliz,depositando,9667.65,N,325886.3100000001,100
Mitchel Lebsack,feliz,sacando,18946.61,N,306939.7000000001,100
Mitchel Lebsack,feliz,depositando,17053.81,N,323993.5100000001,100
Lashawna Trantow DVM,feliz,sacando,20181.73,N,303811.78000000014,100
Lashawna Trantow DVM,feliz,depositando,20815.91,N,324627.6900000001,100
Mrs. Stella Schaden,feliz,sacando,35547.83,N,289079.8600000001,100
Mrs. Stella Schaden,feliz,depositando,44781.92,N,333861.7800000001,100
Mrs. Jaime Sipes,feliz,sacando,29983.46,N,303878.32000000007,100
Mrs. Jaime Sipes,feliz,depositando,10345.79,N,314224.11000000004,100
Tianna Altenwerth MD,feliz,sacando,28649.16,N,285574.95000000007,100
Tianna Altenwerth MD,feliz,depositando,22911.46,N,308486.4100000001,100
Meg Lowe,feliz,sacando,757.66,N,307728.7500000001,100
Meg Lowe,feliz,depositando,1430.02,N,309158.77000000014,100
Ms. Megan Hills,feliz,sacando,4321.96,N,304836.8100000001,100
Ms. Megan Hills,feliz,depositando,11002.37,N,315839.1800000001,100
Ms. Faustino Deckow,feliz,sacando,25540.47,N,290298.7100000001,100
Ms. Faustino Deckow,feliz,depositando,37780.03,N,328078.7400000001,100
Genna Lynch,feliz,sacando,27521.92,N,300556.8200000001,100
Genna Lynch,feliz,depositando,11117.15,N,311673.97000000015,100
Darcy Corwin DVM,feliz,sacando,30743.17,N,280930.80000000016,100
Darcy Corwin DVM,feliz,depositando,12579.24,N,293510.04000000015,100
Dana Considine,feliz,sacando,12897.23,N,280612.8100000002,100
Dana Considine,feliz,depositando,24923.49,N,305536.30000000016,100
Roseann Weber,feliz,sacando,6521.03,N,299015.27000000014,100
Roseann Weber,feliz,depositando,29343.79,N,328359.0600000001,100
Mrs. Mason Bayer,feliz,sacando,31799.71,N,296559.3500000001,100
Mrs. Mason Bayer,feliz,depositando,20741.03,N,317300.3800000001,100
Rheba Koch,feliz,sacando,14904.27,N,302396.1100000001,100
Rheba Koch,feliz,depositando,19007.13,N,321403.2400000001,100
Daniel Cartwright,feliz,sacando,29230.12,N,292173.1200000001,100
Daniel Cartwright,feliz,depositando,9034.67,N,301207.7900000001,100
Felix O'Hara,feliz,sacando,9500.12,N,291707.6700000001,100
Felix O'Hara,feliz,depositando,18202.39,N,309910.0600000001,100
Carter Mosciski,feliz,sacando,22523.23,N,287386.83000000013,100
Carter Mosciski,feliz,depositando,15569.73,N,302956.5600000001,100
Ruben Crooks,feliz,sacando,218.09,N,302738.4700000001,100
Ruben Crooks,feliz,depositando,36702.85,N,339441.32000000007,100
Lindsay Rempel,feliz,sacando,37610.03,N,301831.29000000004,100
Lindsay Rempel,feliz,depositando,2388.53,N,304219.82000000007,100
Latisha Satterfield V,feliz,sacando,5410.25,N,298809.57000000007,100
Latisha Satterfield V,feliz,depositando,5530.98,N,304340.55000000005,100
Lauran Hamill,feliz,sacando,18262.28,N,286078.27,100
Lauran Hamill,feliz,depositando,21270.11,N,307348.38,100
Darwin Pouros,feliz,sacando,34134.28,N,273214.1,100
Darwin Pouros,feliz,depositando,36335.76,N,309549.86,100
Bianca Langworth Sr.,feliz,sacando,35862.82,N,273687.04,100
Bianca Langworth Sr.,feliz,depositando,33425.93,N,307112.97,100
Dr. Lionel Raynor,feliz,sacando,37617.63,N,269495.33999999997,100
Dr. Lionel Raynor,feliz,depositando,34785.23,N,304280.56999999995,100
Ira Daniel,feliz,sacando,36271.28,N,268009.2899999999,100
Ira Daniel,feliz,depositando,24295.46,N,292304.74999999994,100
Genaro Luettgen,feliz,sacando,2457.62,N,289847.12999999995,100
Genaro Luettgen,feliz,depositando,7433.06,N,297280.18999999994,100
Ira Daniel,feliz,sacando,17021.9,N,280258.2899999999,100
Ira Daniel,feliz,depositando,80725.46,N,360983.74999999994,100
Dr. Lionel Raynor,feliz,sacando,56217.73,N,304766.01999999996,100
Dr. Lionel Raynor,feliz,depositando,14991.63,N,319757.64999999997,100
Bianca Langworth Sr.,feliz,sacando,95935.93,N,223821.71999999997,100
Bianca Langworth Sr.,feliz,depositando,53490.23,N,277311.94999999995,100
Darwin Pouros,feliz,sacando,121255.08,N,156056.86999999994,100
Darwin Pouros,feliz,depositando,55682.33,N,211739.19999999995,100
Lauran Hamill,feliz,sacando,92402.92,N,119336.27999999996,100
Lauran Hamill,feliz,depositando,121751.14,N,241087.41999999995,100
Latisha Satterfield V,feliz,sacando,68808.38,N,172279.03999999995,100
Latisha Satterfield V,feliz,depositando,15138.37,N,187417.40999999995,100
Lindsay Rempel,feliz,sacando,40448.19,N,146969.21999999994,100
Lindsay Rempel,feliz,depositando,32840.56,N,179809.77999999994,100
Ruben Crooks,feliz,sacando,92555.22,N,87254.55999999994,100
Ruben Crooks,feliz,depositando,38820.54,N,126075.09999999995,100
Carter Mosciski,feliz,sacando,57231.33,N,68843.76999999995,100
Carter Mosciski,feliz,depositando,62363.8,N,131207.56999999995,100
Felix O'Hara,feliz,sacando,11982.24,N,119225.32999999994,100
Felix O'Hara,feliz,depositando,24025.21,N,143250.53999999995,100
Daniel Cartwright,feliz,sacando,75278.56,N,67971.97999999995,100
Daniel Cartwright,feliz,depositando,26989.09,N,94961.06999999995,100
Rheba Koch,feliz,sacando,71226.8,N,23734.269999999946,100
Rheba Koch,feliz,depositando,78923.57,N,102657.83999999995,100
Mrs. Mason Bayer,feliz,sacando,56499.2,N,46158.639999999956,100
Mrs. Mason Bayer,feliz,depositando,104762.81,N,150921.44999999995,100
Roseann Weber,feliz,sacando,115868.12,N,35053.32999999996,100
Roseann Weber,feliz,depositando,68685.2,N,103738.52999999996,100
Dana Considine,feliz,sacando,84181.24,N,19557.28999999995,100
Dana Considine,feliz,depositando,15071.35,N,34628.63999999995,100
Dr. Goldie Haag,feliz,sacando,24161.26,N,10467.37999999995,100
Dr. Goldie Haag,feliz,depositando,49705.59,N,60172.96999999994,100
Audra Pfeffer,feliz,sacando,49126.63,N,11046.339999999946,100
Audra Pfeffer,feliz,depositando,111470.05,N,122516.38999999996,100
Juan Considine,feliz,sacando,77079.49,N,45436.89999999995,100
Juan Considine,feliz,depositando,85787.96,N,131224.85999999996,100
Maryellen Sipes,feliz,sacando,41300.47,N,89924.38999999996,100
Maryellen Sipes,feliz,depositando,108887.74,N,198812.12999999995,100
Rolland Stehr,feliz,sacando,37243.43,N,161568.69999999995,100
Rolland Stehr,feliz,depositando,118385.34,N,279954.0399999999,100
Harlan Wehner,feliz,sacando,50710.37,N,229243.66999999993,100
Harlan Wehner,feliz,depositando,75433.8,N,304677.4699999999,100
Miss Nisha Hand,feliz,sacando,72745.08,N,231932.3899999999,100
Miss Nisha Hand,feliz,depositando,55501.08,N,287433.4699999999,100
Wendell Purdy,feliz,sacando,97792.29,N,189641.17999999993,100
Wendell Purdy,feliz,depositando,5273.1,N,194914.27999999994,100
Elsie Batz,feliz,sacando,101144.61,N,93769.66999999994,100
Elsie Batz,feliz,depositando,77909.16,N,171678.82999999996,100
Humberto Stroman,feliz,sacando,5029.92,N,166648.90999999995,100
Humberto Stroman,feliz,depositando,76638.66,N,243287.56999999995,100
Levi Metz,feliz,sacando,17725.14,N,225562.42999999993,100
Levi Metz,feliz,depositando,53671.45,N,279233.87999999995,100
Antonia Erdman,feliz,sacando,35184.37,N,244049.50999999995,100
Antonia Erdman,feliz,depositando,79426.55,N,323476.05999999994,100
Dr. Bruce Bayer,feliz,sacando,29837.81,N,293638.24999999994,100
Dr. Bruce Bayer,feliz,depositando,13202.8,N,306841.04999999993,100
Israel Hayes,feliz,sacando,25421.61,N,281419.43999999994,100
Israel Hayes,feliz,depositando,80956.42,N,362375.8599999999,100
Malcom Cronin,feliz,sacando,65302.12,N,297073.73999999993,100
Malcom Cronin,feliz,depositando,38888.41,N,335962.1499999999,100
Mrs. Malcom Brown,feliz,sacando,38071.4,N,297890.7499999999,100
Mrs. Malcom Brown,feliz,depositando,87750.61,N,385641.35999999987,100
Dawna Abshire,feliz,sacando,2810.65,N,382830.70999999985,100
Dawna Abshire,feliz,depositando,164.55,N,382995.25999999983,100
Celsa Cartwright,feliz,sacando,81417.61,N,301577.64999999985,100
Celsa Cartwright,feliz,depositando,50318.91,N,351896.5599999998,100
Ronald Mohr DVM,feliz,sacando,19484.94,N,332411.6199999998,100
Ronald Mohr DVM,feliz,depositando,57201.54,N,389613.1599999998,100
Avelina Feest IV,feliz,sacando,20740.32,N,368872.8399999998,100
Avelina Feest IV,feliz,depositando,10411.12,N,379283.9599999998,100
Lashawn White,feliz,sacando,81840.81,N,297443.1499999998,100
Lashawn White,feliz,depositando,9965.74,N,307408.8899999998,100
Eliseo Kutch,feliz,sacando,25015.35,N,282393.5399999998,100
Eliseo Kutch,feliz,depositando,4388.07,N,286781.6099999998,100
Jarrod Schaden,feliz,sacando,83654.13,N,203127.4799999998,100
Jarrod Schaden,feliz,depositando,444.26,N,203571.73999999982,100
Latesha Koelpin,feliz,sacando,490.17,N,203081.5699999998,100
Latesha Koelpin,feliz,depositando,46527.86,N,249609.42999999982,100
Dr. Jamar Gusikowski,feliz,sacando,45971.52,N,203637.90999999983,100
Dr. Jamar Gusikowski,feliz,depositando,31136.48,N,234774.38999999984,100
Lucretia Adams,feliz,sacando,32507.4,N,202266.98999999985,100
Lucretia Adams,feliz,depositando,79892.26,N,282159.2499999998,100
Joycelyn Streich,feliz,sacando,47353.91,N,234805.33999999982,100
Joycelyn Streich,feliz,depositando,20200.58,N,255005.9199999998,100
Ericka Turner V,feliz,sacando,25239.86,N,229766.05999999982,100
Ericka Turner V,feliz,depositando,30879.84,N,260645.89999999982,100
Lakeesha Kuhlman,feliz,sacando,79090.81,N,181555.08999999982,100
Lakeesha Kuhlman,feliz,depositando,29614.24,N,211169.3299999998,100
Lura Boyle,feliz,sacando,31693.39,N,179475.93999999983,100
Lura Boyle,feliz,depositando,36694.45,N,216170.38999999984,100
Santo Bahringer,feliz,sacando,27812.09,N,188358.29999999984,100
Santo Bahringer,feliz,depositando,72401.87,N,260760.16999999984,100
Zina Waters II,feliz,sacando,14042.31,N,246717.85999999984,100
Zina Waters II,feliz,depositando,73461.01,N,320178.8699999998,100
Star Lakin II,feliz,sacando,21053.94,N,299124.9299999998,100
Star Lakin II,feliz,depositando,42762.01,N,341886.9399999998,100
Hiedi Williamson,feliz,sacando,23728.34,N,318158.5999999998,100
Hiedi Williamson,feliz,depositando,8132.31,N,326290.9099999998,100
Jordan Dietrich PhD,feliz,sacando,23424.5,N,302866.4099999998,100
Jordan Dietrich PhD,feliz,depositando,18387.23,N,321253.6399999998,100
Mrs. Chasidy Hoeger,feliz,sacando,58581.99,N,262671.6499999998,100
Mrs. Chasidy Hoeger,feliz,depositando,46258.22,N,308929.86999999976,100
Priscilla Pagac,feliz,sacando,17218.41,N,291711.4599999998,100
Priscilla Pagac,feliz,depositando,33343.17,N,325054.6299999998,100
Mrs. Angla Pacocha,feliz,sacando,31347.13,N,293707.49999999977,100
Mrs. Angla Pacocha,feliz,depositando,45297.2,N,339004.6999999998,100
Vernon Kub III,feliz,sacando,39210.96,N,299793.73999999976,100
Vernon Kub III,feliz,depositando,40830.83,N,340624.5699999998,100
Kizzie Jakubowski,feliz,sacando,24538.13,N,316086.43999999977,100
Kizzie Jakubowski,feliz,depositando,34338.48,N,350424.91999999975,100
Miss Numbers Wisozk,feliz,sacando,17234.76,N,333190.15999999974,100
Miss Numbers Wisozk,feliz,depositando,11844.52,N,345034.67999999976,100
Dorla Blick,feliz,sacando,1072.82,N,343961.85999999975,100
Dorla Blick,feliz,depositando,3613.05,N,347574.90999999974,100
Deon Jast,feliz,sacando,26610.87,N,320964.03999999975,100
Deon Jast,feliz,depositando,17550.05,N,338514.08999999973,100
Sheldon Hartmann,feliz,sacando,16936.58,N,321577.5099999997,100
Sheldon Hartmann,feliz,depositando,33944.48,N,355521.9899999997,100
Lester Price,feliz,sacando,43558.38,N,311963.6099999997,100
Lester Price,feliz,depositando,14466.84,N,326430.4499999997,100
Leopoldo Ebert MD,feliz,sacando,30135.85,N,296294.59999999974,100
Leopoldo Ebert MD,feliz,depositando,62752.39,N,359046.98999999976,100
Shemeka Cassin,feliz,sacando,61989.25,N,297057.73999999976,100
Shemeka Cassin,feliz,depositando,50360.68,N,347418.41999999975,100
Ms. Allyson Hansen,feliz,sacando,69729.66,N,277688.7599999998,100
Ms. Allyson Hansen,feliz,depositando,51866.65,N,329555.4099999998,100
Creola Ward III,feliz,sacando,16447.34,N,313108.0699999998,100
Creola Ward III,feliz,depositando,105.85,N,313213.91999999975,100
Isidra Emmerich,feliz,sacando,51203.08,N,262010.83999999973,100
Isidra Emmerich,feliz,depositando,42927.81,N,304938.64999999973,100
Mr. Gricelda Ledner,feliz,sacando,23764.79,N,281173.85999999975,100
Mr. Gricelda Ledner,feliz,depositando,7322.93,N,288496.78999999975,100
Mr. Gavin Barton,feliz,sacando,64202.5,N,224294.28999999975,100
Mr. Gavin Barton,feliz,depositando,39543.02,N,263837.30999999976,100
Randall Dach,feliz,sacando,64070.19,N,199767.11999999976,100
Randall Dach,feliz,depositando,27822.9,N,227590.01999999976,100
Shad Bauch,feliz,sacando,7797.28,N,219792.73999999976,100
Shad Bauch,feliz,depositando,6201.26,N,225993.99999999977,100
Miss Christia O'Hara,feliz,sacando,26800.84,N,199193.15999999977,100
Miss Christia O'Hara,feliz,depositando,30406.0,N,229599.15999999977,100
Sung Sporer IV,feliz,sacando,45972.95,N,183626.2099999998,100
Sung Sporer IV,feliz,depositando,55614.57,N,239240.7799999998,100
Karren Haley,feliz,sacando,55106.7,N,184134.07999999978,100
Karren Haley,feliz,depositando,5449.88,N,189583.9599999998,100
Marcelle Gerlach DVM,feliz,sacando,65231.78,N,124352.17999999979,100
Marcelle Gerlach DVM,feliz,depositando,36557.61,N,160909.7899999998,100
Valarie Haley,feliz,sacando,42995.63,N,117914.1599999998,100
Valarie Haley,feliz,depositando,57199.03,N,175113.1899999998,100
Darrick Towne,feliz,sacando,37502.89,N,137610.2999999998,100
Darrick Towne,feliz,depositando,61469.33,N,199079.62999999983,100
Mayra Baumbach III,feliz,sacando,6166.7,N,192912.92999999982,100
Mayra Baumbach III,feliz,depositando,19401.25,N,212314.17999999982,100
Rocco Bradtke,feliz,sacando,32159.93,N,180154.24999999983,100
Rocco Bradtke,feliz,depositando,41203.79,N,221358.03999999983,100
Kenda Treutel,feliz,sacando,12192.54,N,209165.49999999983,100
Kenda Treutel,feliz,depositando,55587.88,N,264753.37999999983,100
Dr. Russell Mitchell,feliz,sacando,16863.98,N,247889.39999999982,100
Dr. Russell Mitchell,feliz,depositando,23014.41,N,270903.8099999998,100
Carmelita Kshlerin Sr.,feliz,sacando,36831.98,N,234071.8299999998,100
Carmelita Kshlerin Sr.,feliz,depositando,34506.17,N,268577.9999999998,100
Ed Halvorson,feliz,sacando,30298.27,N,238279.72999999984,100
Ed Halvorson,feliz,depositando,9372.92,N,247652.64999999985,100
Fredia Hamill,feliz,sacando,15476.48,N,232176.16999999984,100
Fredia Hamill,feliz,depositando,11178.68,N,243354.84999999983,100
Tobi Romaguera,feliz,sacando,46253.92,N,197100.92999999982,100
Tobi Romaguera,feliz,depositando,55741.74,N,252842.6699999998,100
Deangelo Dickinson,feliz,sacando,38883.93,N,213958.73999999982,100
Deangelo Dickinson,feliz,depositando,39849.01,N,253807.74999999983,100
Benny Gleichner,feliz,sacando,27304.98,N,226502.76999999981,100
Benny Gleichner,feliz,depositando,47705.1,N,274207.8699999998,100
Deangelo Dickinson,feliz,sacando,6869.93,N,267337.9399999998,100
Deangelo Dickinson,feliz,depositando,27593.07,N,294931.00999999983,100
Tobi Romaguera,feliz,sacando,6969.77,N,287961.2399999998,100
Tobi Romaguera,feliz,depositando,28444.93,N,316406.1699999998,100
Fredia Hamill,feliz,sacando,19008.88,N,297397.2899999998,100
Fredia Hamill,feliz,depositando,108415.02,N,405812.3099999998,100
Ed Halvorson,feliz,sacando,31062.06,N,374750.2499999998,100
Ed Halvorson,feliz,depositando,26113.73,N,400863.9799999998,100
Carmelita Kshlerin Sr.,feliz,sacando,75199.64,N,325664.3399999998,100
Carmelita Kshlerin Sr.,feliz,depositando,73351.91,N,399016.24999999977,100
Dr. Russell Mitchell,feliz,sacando,8724.16,N,390292.0899999998,100
Dr. Russell Mitchell,feliz,depositando,86084.75,N,476376.8399999998,100
Kenda Treutel,feliz,sacando,67683.07,N,408693.7699999998,100
Kenda Treutel,feliz,depositando,105625.36,N,514319.1299999998,100
Rocco Bradtke,feliz,sacando,24527.76,N,489791.36999999976,100
Rocco Bradtke,feliz,depositando,88367.64,N,578159.0099999998,100
Mayra Baumbach III,feliz,sacando,44159.29,N,533999.7199999997,100
Mayra Baumbach III,feliz,depositando,78733.8,N,612733.5199999998,100
Darrick Towne,feliz,sacando,14954.08,N,597779.4399999998,100
Darrick Towne,feliz,depositando,39037.25,N,636816.6899999998,100
Valarie Haley,feliz,sacando,14160.98,N,622655.7099999998,100
Valarie Haley,feliz,depositando,64628.29,N,687283.9999999999,100
Marcelle Gerlach DVM,feliz,sacando,4306.1,N,682977.8999999999,100
Marcelle Gerlach DVM,feliz,depositando,47602.34,N,730580.2399999999,100
Karren Haley,feliz,sacando,74854.89,N,655725.3499999999,100
Karren Haley,feliz,depositando,28944.86,N,684670.2099999998,100
Sung Sporer IV,feliz,sacando,42883.97,N,641786.2399999999,100
