nomeCliente,emocaoCliente,statusCliente,valor,foiEmbora,valorTotal,quantidadeClientes
Mrs. Mikel Grimes,feliz,depositando,144901.9,N,1530240.6899999995,10
Mrs. Cody Champlin,feliz,sacando,235709.16,N,1294531.5299999996,10
Mrs. Cody Champlin,feliz,depositando,173867.73,N,1468399.2599999995,10
Cory Spinka,feliz,sacando,28005.98,N,1440393.2799999996,10
Cory Spinka,feliz,depositando,32625.31,N,1473018.5899999996,10
Cornelius Mosciski,feliz,sacando,157471.52,N,1315547.0699999996,10
Cornelius Mosciski,feliz,depositando,128950.94,N,1444498.0099999995,10
Jeanine Muller,feliz,sacando,131022.92,N,1313475.0899999996,10
Jeanine Muller,feliz,depositando,9261.7,N,1322736.7899999996,10
Starla Hamill,feliz,sacando,196495.33,N,1126241.4599999995,10
Starla Hamill,feliz,depositando,153453.7,N,1279695.1599999995,10
Janetta Deckow,feliz,sacando,225108.5,N,1054586.6599999995,10
Janetta Deckow,feliz,depositando,284843.14,N,1339429.7999999993,10
Starla Hamill,feliz,sacando,199072.39,N,1140357.4099999992,10
Starla Hamill,feliz,depositando,227813.88,N,1368171.289999999,10
Jeanine Muller,feliz,sacando,122111.03,N,1246060.259999999,10
Jeanine Muller,feliz,depositando,184511.51,N,1430571.769999999,10
Cornelius Mosciski,feliz,sacando,39652.96,N,1390918.8099999991,10
Cornelius Mosciski,feliz,depositando,85864.83,N,1476783.6399999992,10
Cory Spinka,feliz,sacando,48548.49,N,1428235.1499999992,10
Cory Spinka,feliz,depositando,133028.92,N,1561264.0699999991,10
Mrs. Cody Champlin,feliz,sacando,166672.24,N,1394591.8299999991,10
Mrs. Cody Champlin,feliz,depositando,227516.34,N,1622108.1699999992,10
Mrs. Mikel Grimes,feliz,sacando,167630.42,N,1454477.7499999993,10
Mrs. Mikel Grimes,feliz,depositando,63376.87,N,1517854.6199999994,10
Mrs. Andre Runolfsdottir,feliz,sacando,240292.19,N,1277562.4299999995,10
Mrs. Andre Runolfsdottir,feliz,depositando,99143.1,N,1376705.5299999996,10
Yaeko Little DDS,feliz,sacando,28747.76,N,1347957.7699999996,10
Yaeko Little DDS,feliz,depositando,60886.93,N,1408844.6999999995,10
Cornell Robel,feliz,sacando,22103.93,N,1386740.7699999996,10
Cornell Robel,feliz,depositando,48776.66,N,1435517.4299999995,10
Yaeko Little DDS,feliz,sacando,225582.82,N,1209934.6099999994,10
Yaeko Little DDS,feliz,depositando,23894.97,N,1233829.5799999994,10
Mrs. Andre Runolfsdottir,feliz,sacando,267386.21,N,966443.3699999994,10
Mrs. Andre Runolfsdottir,feliz,depositando,71382.87,N,1037826.2399999994,10
Mrs. Mikel Grimes,feliz,sacando,184770.65,N,853055.5899999994,10
Mrs. Mikel Grimes,feliz,depositando,215414.72,N,1068470.3099999994,10
Mrs. Cody Champlin,feliz,sacando,159380.81,N,909089.4999999993,10
Mrs. Cody Champlin,feliz,depositando,211388.73,N,1120478.2299999993,10
Cory Spinka,feliz,sacando,5694.59,N,1114783.6399999992,10
Cory Spinka,feliz,depositando,233946.05,N,1348729.6899999992,10
Cornelius Mosciski,feliz,sacando,208307.69,N,1140421.9999999993,10
Cornelius Mosciski,feliz,depositando,276634.36,N,1417056.3599999994,10
Jeanine Muller,feliz,sacando,61927.84,N,1355128.5199999993,10
Jeanine Muller,feliz,depositando,233824.61,N,1588953.1299999994,10
Starla Hamill,feliz,sacando,8861.8,N,1580091.3299999994,10
Starla Hamill,feliz,depositando,93365.78,N,1673457.1099999994,10
Janetta Deckow,feliz,sacando,216120.97,N,1457336.1399999994,10
Janetta Deckow,feliz,depositando,220291.04,N,1677627.1799999995,10
Starla Hamill,feliz,sacando,89978.84,N,1587648.3399999994,10
Starla Hamill,feliz,depositando,111819.21,N,1699467.5499999993,10
Jeanine Muller,feliz,sacando,118615.01,N,1580852.5399999993,10
Jeanine Muller,feliz,depositando,102959.19,N,1683811.7299999993,10
Cornelius Mosciski,feliz,sacando,182670.41,N,1501141.3199999994,10
Cornelius Mosciski,feliz,depositando,76915.96,N,1578057.2799999993,10
Cory Spinka,feliz,sacando,189835.12,N,1388222.1599999992,10
Cory Spinka,feliz,depositando,83222.42,N,1471444.5799999991,10
Mrs. Cody Champlin,feliz,sacando,31151.6,N,1440292.979999999,10
Mrs. Cody Champlin,feliz,depositando,105095.37,N,1545388.3499999992,10
Mrs. Andre Runolfsdottir,feliz,sacando,54361.28,N,1491027.0699999991,10
Mrs. Andre Runolfsdottir,feliz,depositando,134383.76,N,1625410.8299999991,10
Yaeko Little DDS,feliz,sacando,100444.04,N,1524966.789999999,10
Yaeko Little DDS,feliz,depositando,131856.24,N,1656823.029999999,10
Cornell Robel,feliz,sacando,127469.55,N,1529353.479999999,10
Cornell Robel,feliz,depositando,192868.06,N,1722221.539999999,10
Yaeko Little DDS,feliz,sacando,281876.87,N,1440344.669999999,10
Yaeko Little DDS,feliz,depositando,190730.04,N,1631074.709999999,10
Mrs. Andre Runolfsdottir,feliz,sacando,17819.66,N,1613255.049999999,10
Mrs. Andre Runolfsdottir,feliz,depositando,225442.93,N,1838697.979999999,10
Mrs. Cody Champlin,feliz,sacando,304086.48,N,1534611.499999999,10
Mrs. Cody Champlin,feliz,depositando,186847.79,N,1721459.289999999,10
Mrs. Mikel Grimes,paciente,aguardando,133006.4,N,1721459.289999999,10
Mrs. Mikel Grimes,paciente,sacando,133006.4,N,1588452.8899999992,10
Mrs. Mikel Grimes,feliz,depositando,150502.88,N,1738955.769999999,10
Cory Spinka,feliz,sacando,74165.49,N,1664790.279999999,10
Cory Spinka,feliz,depositando,244941.18,N,1909731.459999999,10
Cornelius Mosciski,feliz,sacando,197881.94,N,1711849.519999999,10
Cornelius Mosciski,feliz,depositando,288209.04,N,2000058.5599999991,10
Jeanine Muller,feliz,sacando,23913.66,N,1976144.8999999992,10
Jeanine Muller,feliz,depositando,54013.19,N,2030158.0899999992,10
Starla Hamill,feliz,sacando,51842.83,N,1978315.259999999,10
Starla Hamill,feliz,depositando,223669.31,N,2201984.569999999,10
Janetta Deckow,feliz,sacando,78024.23,N,2123960.339999999,10
Janetta Deckow,feliz,depositando,295674.49,N,2419634.829999999,10
Starla Hamill,feliz,sacando,19954.93,N,2399679.899999999,10
Starla Hamill,feliz,depositando,408955.31,N,2808635.209999999,10
Jeanine Muller,feliz,sacando,343183.87,N,2465451.339999999,10
Jeanine Muller,feliz,depositando,393510.15,N,2858961.489999999,10
Cornelius Mosciski,feliz,sacando,255471.5,N,2603489.989999999,10
Cornelius Mosciski,feliz,depositando,34090.71,N,2637580.699999999,10
Cory Spinka,feliz,sacando,47903.21,N,2589677.489999999,10
Cory Spinka,feliz,depositando,308983.37,N,2898660.859999999,10
Mrs. Mikel Grimes,feliz,sacando,248869.16,N,2649791.699999999,10
Mrs. Mikel Grimes,feliz,depositando,40477.05,N,2690268.7499999986,10
Mrs. Cody Champlin,feliz,sacando,270658.41,N,2419610.3399999985,10
Mrs. Cody Champlin,feliz,depositando,47394.68,N,2467005.0199999986,10
Mrs. Andre Runolfsdottir,feliz,sacando,319333.8,N,2147671.219999999,10
Mrs. Andre Runolfsdottir,feliz,depositando,307466.66,N,2455137.879999999,10
Yaeko Little DDS,feliz,sacando,221228.47,N,2233909.4099999988,10
Yaeko Little DDS,feliz,depositando,315973.17,N,2549882.5799999987,10
Cornell Robel,feliz,sacando,211243.1,N,2338639.4799999986,10
Cornell Robel,feliz,depositando,282743.91,N,2621383.3899999987,10
Yaeko Little DDS,feliz,sacando,360637.05,N,2260746.339999999,10
Yaeko Little DDS,feliz,depositando,289086.05,N,2549832.3899999987,10
Mrs. Andre Runolfsdottir,feliz,sacando,11860.54,N,2537971.8499999987,10
Mrs. Andre Runolfsdottir,feliz,depositando,144938.88,N,2682910.7299999986,10
Mrs. Cody Champlin,feliz,sacando,232456.45,N,2450454.2799999984,10
Mrs. Cody Champlin,feliz,depositando,105403.87,N,2555858.1499999985,10
Mrs. Mikel Grimes,feliz,sacando,491775.48,N,2064082.6699999985,10
Mrs. Mikel Grimes,feliz,depositando,227630.81,N,2291713.4799999986,10
Cory Spinka,feliz,sacando,264721.28,N,2026992.1999999986,10
Cory Spinka,feliz,depositando,11259.45,N,2038251.6499999985,10
Cornelius Mosciski,feliz,sacando,222345.05,N,1815906.5999999985,10
Cornelius Mosciski,feliz,depositando,198589.4,N,2014495.9999999984,10
Jeanine Muller,feliz,sacando,44554.57,N,1969941.4299999983,10
Jeanine Muller,feliz,depositando,360400.14,N,2330341.5699999984,10
Starla Hamill,feliz,sacando,351108.95,N,1979232.6199999985,10
Starla Hamill,feliz,depositando,408156.08,N,2387388.6999999983,10
Janetta Deckow,feliz,sacando,389629.18,N,1997759.5199999984,10
Janetta Deckow,feliz,depositando,385181.88,N,2382941.3999999985,10
Starla Hamill,feliz,sacando,374156.67,N,2008784.7299999986,10
Starla Hamill,feliz,depositando,143234.28,N,2152019.0099999984,10
Jeanine Muller,feliz,sacando,317681.3,N,1834337.7099999983,10
Jeanine Muller,feliz,depositando,94678.91,N,1929016.6199999982,10
Cornelius Mosciski,feliz,sacando,324259.27,N,1604757.3499999982,10
Cornelius Mosciski,feliz,depositando,293728.46,N,1898485.8099999982,10
Cory Spinka,feliz,sacando,197959.46,N,1700526.3499999982,10
Cory Spinka,feliz,depositando,374384.94,N,2074911.2899999982,10
Mrs. Mikel Grimes,feliz,sacando,121341.66,N,1953569.6299999983,10
Mrs. Mikel Grimes,feliz,depositando,291159.1,N,2244728.729999998,10
Mrs. Cody Champlin,feliz,sacando,199628.49,N,2045100.2399999981,10
Mrs. Cody Champlin,feliz,depositando,394553.94,N,2439654.1799999983,10
Mrs. Andre Runolfsdottir,feliz,sacando,100243.95,N,2339410.229999998,10
Mrs. Andre Runolfsdottir,feliz,depositando,415141.46,N,2754551.689999998,10
Yaeko Little DDS,feliz,sacando,158754.52,N,2595797.169999998,10
Yaeko Little DDS,feliz,depositando,239425.67,N,2835222.839999998,10
Cornell Robel,feliz,sacando,187919.39,N,2647303.449999998,10
Cornell Robel,feliz,depositando,417183.81,N,3064487.259999998,10
Yaeko Little DDS,feliz,sacando,17539.88,N,3046947.379999998,10
Yaeko Little DDS,feliz,depositando,424426.0,N,3471373.379999998,10
Mrs. Andre Runolfsdottir,feliz,sacando,34991.46,N,3436381.919999998,10
Mrs. Andre Runolfsdottir,feliz,depositando,441053.66,N,3877435.579999998,10
Mrs. Cody Champlin,feliz,sacando,411138.26,N,3466297.3199999984,10
Mrs. Cody Champlin,feliz,depositando,349523.68,N,3815820.9999999986,10
Mrs. Mikel Grimes,feliz,sacando,176490.82,N,3639330.179999999,10
Mrs. Mikel Grimes,feliz,depositando,415670.01,N,4055000.1899999985,10
Cory Spinka,feliz,sacando,251215.98,N,3803784.2099999986,10
Cory Spinka,feliz,depositando,252997.17,N,4056781.3799999985,10
Cornelius Mosciski,feliz,sacando,43256.28,N,4013525.0999999987,10
Cornelius Mosciski,feliz,depositando,154393.33,N,4167918.429999999,10
Jeanine Muller,feliz,sacando,28911.85,N,4139006.5799999987,10
Jeanine Muller,feliz,depositando,301964.37,N,4440970.949999998,10
Starla Hamill,feliz,sacando,263424.65,N,4177546.2999999984,10
Starla Hamill,feliz,depositando,344333.53,N,4521879.829999998,10
Janetta Deckow,feliz,sacando,192339.41,N,4329540.419999998,10
Janetta Deckow,feliz,depositando,299616.06,N,4629156.479999998,10
Starla Hamill,feliz,sacando,356303.47,N,4272853.009999998,10
Starla Hamill,feliz,depositando,832059.36,N,5104912.369999998,10
Jeanine Muller,feliz,sacando,674672.46,N,4430239.909999998,10
Jeanine Muller,feliz,depositando,95471.38,N,4525711.289999998,10
Cornelius Mosciski,feliz,sacando,415795.06,N,4109916.229999998,10
Cornelius Mosciski,feliz,depositando,574858.09,N,4684774.319999998,10
Cory Spinka,feliz,sacando,292659.74,N,4392114.579999998,10
Cory Spinka,feliz,depositando,725752.12,N,5117866.699999998,10
Mrs. Mikel Grimes,feliz,sacando,216229.64,N,4901637.059999999,10
Mrs. Mikel Grimes,feliz,depositando,49826.72,N,4951463.779999998,10
Mrs. Cody Champlin,feliz,sacando,210827.13,N,4740636.6499999985,10
Mrs. Cody Champlin,feliz,depositando,477369.51,N,5218006.159999998,10
Mrs. Andre Runolfsdottir,feliz,sacando,272147.97,N,4945858.189999999,10
Mrs. Andre Runolfsdottir,feliz,depositando,126240.2,N,5072098.389999999,10
Yaeko Little DDS,feliz,sacando,610073.7,N,4462024.689999999,10
Yaeko Little DDS,feliz,depositando,340711.44,N,4802736.129999999,10
Cornell Robel,feliz,sacando,235413.33,N,4567322.799999999,10
Cornell Robel,feliz,depositando,346035.44,N,4913358.239999999,10
Yaeko Little DDS,feliz,sacando,205507.51,N,4707850.7299999995,10
Yaeko Little DDS,feliz,depositando,597558.3,N,5305409.029999999,10
Mrs. Andre Runolfsdottir,feliz,sacando,848048.93,N,4457360.1,10
Mrs. Andre Runolfsdottir,feliz,depositando,878164.69,N,5335524.789999999,10
Mrs. Cody Champlin,feliz,sacando,362471.92,N,4973052.869999999,10
Mrs. Cody Champlin,feliz,depositando,424072.83,N,5397125.699999999,10
Mrs. Mikel Grimes,feliz,sacando,294935.18,N,5102190.52,10
Mrs. Mikel Grimes,feliz,depositando,389271.18,N,5491461.699999999,10
Cory Spinka,feliz,sacando,914143.32,N,4577318.379999999,10
Cory Spinka,feliz,depositando,4131.37,N,4581449.749999999,10
Cornelius Mosciski,feliz,sacando,240748.62,N,4340701.129999999,10
Cornelius Mosciski,feliz,depositando,311927.1,N,4652628.229999999,10
Jeanine Muller,feliz,sacando,583114.67,N,4069513.5599999987,10
Jeanine Muller,feliz,depositando,592570.75,N,4662084.309999999,10
Starla Hamill,feliz,sacando,777722.71,N,3884361.5999999987,10
Starla Hamill,feliz,depositando,873205.03,N,4757566.629999999,10
Janetta Deckow,feliz,sacando,603611.92,N,4153954.709999999,10
Janetta Deckow,feliz,depositando,582896.21,N,4736850.919999999,10
Starla Hamill,feliz,sacando,860426.9,N,3876424.019999999,10
Starla Hamill,feliz,depositando,841293.29,N,4717717.309999999,10
Jeanine Muller,feliz,sacando,727792.25,N,3989925.0599999987,10
Jeanine Muller,feliz,depositando,374805.3,N,4364730.3599999985,10
Cornelius Mosciski,feliz,sacando,872087.77,N,3492642.5899999985,10
Cornelius Mosciski,feliz,depositando,361712.61,N,3854355.1999999983,10
Cory Spinka,feliz,sacando,77390.79,N,3776964.4099999983,10
Cory Spinka,feliz,depositando,785709.11,N,4562673.519999999,10
Mrs. Mikel Grimes,feliz,sacando,289268.29,N,4273405.229999999,10
Mrs. Mikel Grimes,feliz,depositando,757697.81,N,5031103.039999999,10
Mrs. Cody Champlin,feliz,sacando,762017.66,N,4269085.379999999,10
Mrs. Cody Champlin,feliz,depositando,887780.27,N,5156865.6499999985,10
Mrs. Andre Runolfsdottir,feliz,sacando,293356.92,N,4863508.729999999,10
Mrs. Andre Runolfsdottir,feliz,depositando,1026075.4,N,5889584.129999999,10
Yaeko Little DDS,feliz,sacando,308594.11,N,5580990.019999999,10
Yaeko Little DDS,feliz,depositando,741400.73,N,6322390.749999998,10
Cornell Robel,feliz,sacando,810799.12,N,5511591.629999998,10
Cornell Robel,feliz,depositando,968516.12,N,6480107.749999998,10
Yaeko Little DDS,feliz,sacando,568823.65,N,5911284.099999998,10
Yaeko Little DDS,feliz,depositando,639756.17,N,6551040.269999998,10
Mrs. Andre Runolfsdottir,feliz,sacando,994193.99,N,5556846.2799999975,10
Mrs. Andre Runolfsdottir,feliz,depositando,601922.22,N,6158768.499999997,10
Mrs. Cody Champlin,feliz,sacando,965048.61,N,5193719.889999997,10
Mrs. Cody Champlin,feliz,depositando,240508.7,N,5434228.589999997,10
Mrs. Mikel Grimes,feliz,sacando,338203.8,N,5096024.789999997,10
Mrs. Mikel Grimes,feliz,depositando,359847.69,N,5455872.479999998,10
Cory Spinka,feliz,sacando,477698.0,N,4978174.479999998,10
Cory Spinka,feliz,depositando,173701.16,N,5151875.639999998,10
Cornelius Mosciski,feliz,sacando,759195.95,N,4392679.689999998,10
Cornelius Mosciski,feliz,depositando,75721.58,N,4468401.269999998,10
Jeanine Muller,feliz,sacando,273257.99,N,4195143.2799999975,10
Jeanine Muller,feliz,depositando,307193.67,N,4502336.949999997,10
Starla Hamill,feliz,sacando,426892.61,N,4075444.3399999975,10
Starla Hamill,feliz,depositando,588287.23,N,4663731.5699999975,10
Janetta Deckow,feliz,sacando,446811.61,N,4216919.959999997,10
Janetta Deckow,feliz,depositando,730233.13,N,4947153.089999997,10
Starla Hamill,feliz,sacando,807934.83,N,4139218.259999997,10
Starla Hamill,feliz,depositando,681529.14,N,4820747.399999997,10
Jeanine Muller,feliz,sacando,131255.87,N,4689491.529999997,10
Jeanine Muller,feliz,depositando,174738.37,N,4864229.899999997,10
Cornelius Mosciski,feliz,sacando,475577.4,N,4388652.499999996,10
Cornelius Mosciski,feliz,depositando,146094.69,N,4534747.189999997,10
Cory Spinka,feliz,sacando,720707.29,N,3814039.8999999966,10
Cory Spinka,feliz,depositando,599847.09,N,4413886.9899999965,10
Mrs. Mikel Grimes,feliz,sacando,228030.14,N,4185856.8499999964,10
Mrs. Mikel Grimes,feliz,depositando,436172.32,N,4622029.169999996,10
Mrs. Cody Champlin,feliz,sacando,999466.95,N,3622562.219999996,10
Mrs. Cody Champlin,feliz,depositando,608422.9,N,4230985.119999996,10
Mrs. Andre Runolfsdottir,feliz,sacando,102225.0,N,4128760.1199999964,10
Mrs. Andre Runolfsdottir,feliz,depositando,154883.59,N,4283643.709999996,10
Yaeko Little DDS,feliz,sacando,1028181.73,N,3255461.9799999963,10
Yaeko Little DDS,feliz,depositando,111704.71,N,3367166.689999996,10
Cornell Robel,feliz,sacando,194489.97,N,3172676.719999996,10
Cornell Robel,feliz,depositando,1049505.36,N,4222182.079999996,10
Yaeko Little DDS,feliz,sacando,62089.18,N,4160092.899999996,10
Yaeko Little DDS,feliz,depositando,626748.79,N,4786841.689999996,10
Mrs. Andre Runolfsdottir,feliz,sacando,523999.68,N,4262842.009999996,10
Mrs. Andre Runolfsdottir,feliz,depositando,218182.2,N,4481024.209999996,10
Mrs. Cody Champlin,feliz,sacando,677260.69,N,3803763.5199999963,10
Mrs. Cody Champlin,feliz,depositando,569199.54,N,4372963.059999997,10
Mrs. Mikel Grimes,feliz,sacando,81165.16,N,4291797.899999997,10
Mrs. Mikel Grimes,feliz,depositando,120138.96,N,4411936.859999997,10
Cory Spinka,feliz,sacando,542388.7,N,3869548.1599999964,10
Cory Spinka,feliz,depositando,47470.62,N,3917018.7799999965,10
Cornelius Mosciski,feliz,sacando,708993.41,N,3208025.3699999964,10
Cornelius Mosciski,feliz,depositando,886194.95,N,4094220.3199999966,10
Jeanine Muller,feliz,sacando,43116.47,N,4051103.8499999964,10
Jeanine Muller,feliz,depositando,214314.53,N,4265418.379999996,10
Starla Hamill,feliz,sacando,505054.62,N,3760363.759999996,10
Starla Hamill,feliz,depositando,898719.19,N,4659082.9499999955,10
Janetta Deckow,feliz,sacando,508116.06,N,4150966.8899999955,10
Janetta Deckow,feliz,depositando,439068.93,N,4590035.819999996,10
Starla Hamill,feliz,sacando,67926.45,N,4522109.369999995,10
Starla Hamill,feliz,depositando,602605.34,N,5124714.709999995,10
Jeanine Muller,feliz,sacando,743476.59,N,4381238.119999995,10
Jeanine Muller,feliz,depositando,159823.89,N,4541062.009999995,10
Cornelius Mosciski,feliz,sacando,559858.07,N,3981203.9399999953,10
Cornelius Mosciski,feliz,depositando,368999.76,N,4350203.6999999955,10
Cory Spinka,feliz,sacando,660406.85,N,3689796.8499999954,10
Cory Spinka,feliz,depositando,722090.32,N,4411887.169999995,10
Mrs. Mikel Grimes,feliz,sacando,43328.05,N,4368559.119999995,10
Mrs. Mikel Grimes,feliz,depositando,50439.83,N,4418998.9499999955,10
Mrs. Cody Champlin,feliz,sacando,270110.16,N,4148888.7899999954,10
Mrs. Cody Champlin,feliz,depositando,338832.82,N,4487721.609999996,10
Mrs. Andre Runolfsdottir,feliz,sacando,549564.98,N,3938156.6299999957,10
Mrs. Andre Runolfsdottir,feliz,depositando,472593.31,N,4410749.939999996,10
Yaeko Little DDS,feliz,sacando,516669.41,N,3894080.5299999956,10
Yaeko Little DDS,feliz,depositando,236303.39,N,4130383.9199999957,10
Cornell Robel,feliz,sacando,33972.3,N,4096411.619999996,10
Cornell Robel,feliz,depositando,166402.21,N,4262813.829999996,10
Yaeko Little DDS,feliz,sacando,72343.47,N,4190470.359999996,10
Yaeko Little DDS,feliz,depositando,504483.99,N,4694954.349999996,10
Mrs. Andre Runolfsdottir,feliz,sacando,263573.39,N,4431380.959999996,10
Mrs. Andre Runolfsdottir,feliz,depositando,523290.36,N,4954671.319999997,10
Mrs. Cody Champlin,feliz,sacando,666963.2,N,4287708.119999996,10
Mrs. Cody Champlin,feliz,depositando,5929.06,N,4293637.179999996,10
Mrs. Mikel Grimes,feliz,sacando,419091.19,N,3874545.989999996,10
Mrs. Mikel Grimes,feliz,depositando,804898.87,N,4679444.859999996,10
Cory Spinka,feliz,sacando,725575.11,N,3953869.749999996,10
Cory Spinka,feliz,depositando,472658.09,N,4426527.839999996,10
Cornelius Mosciski,feliz,sacando,855020.43,N,3571507.409999996,10
Cornelius Mosciski,feliz,depositando,420763.77,N,3992271.179999996,10
Jeanine Muller,feliz,sacando,548696.8,N,3443574.379999996,10
Jeanine Muller,feliz,depositando,27403.87,N,3470978.2499999963,10
Starla Hamill,feliz,sacando,150169.82,N,3320808.4299999964,10
Starla Hamill,feliz,depositando,410821.03,N,3731629.4599999962,10
Janetta Deckow,feliz,sacando,366562.49,N,3365066.969999996,10
Janetta Deckow,feliz,depositando,594730.07,N,3959797.039999996,10
Starla Hamill,feliz,sacando,730388.92,N,3229408.119999996,10
Starla Hamill,feliz,depositando,492128.98,N,3721537.099999996,10
Jeanine Muller,feliz,sacando,449732.77,N,3271804.329999996,10
Jeanine Muller,feliz,depositando,269275.15,N,3541079.479999996,10
Cornelius Mosciski,feliz,sacando,414672.51,N,3126406.969999996,10
Cornelius Mosciski,feliz,depositando,451858.05,N,3578265.019999996,10
Cory Spinka,feliz,sacando,814760.41,N,2763504.6099999957,10
Cory Spinka,feliz,depositando,607502.96,N,3371007.5699999956,10
Mrs. Mikel Grimes,feliz,sacando,624687.66,N,2746319.9099999955,10
Mrs. Mikel Grimes,feliz,depositando,558949.54,N,3305269.4499999955,10
Mrs. Cody Champlin,feliz,sacando,735436.92,N,2569832.5299999956,10
Mrs. Cody Champlin,feliz,depositando,688582.01,N,3258414.5399999954,10
Mrs. Andre Runolfsdottir,feliz,sacando,697255.69,N,2561158.8499999954,10
Mrs. Andre Runolfsdottir,feliz,depositando,210480.91,N,2771639.7599999956,10
Yaeko Little DDS,feliz,sacando,856454.5,N,1915185.2599999956,10
Yaeko Little DDS,feliz,depositando,65108.93,N,1980294.1899999955,10
Cornell Robel,feliz,sacando,670184.43,N,1310109.7599999956,10
Cornell Robel,feliz,depositando,175977.0,N,1486086.7599999956,10
Yaeko Little DDS,feliz,sacando,108129.5,N,1377957.2599999956,10
Yaeko Little DDS,feliz,depositando,342919.1,N,1720876.3599999957,10
Mrs. Andre Runolfsdottir,feliz,sacando,137660.89,N,1583215.4699999955,10
Mrs. Andre Runolfsdottir,feliz,depositando,18385.2,N,1601600.6699999955,10
Mrs. Cody Champlin,feliz,sacando,633191.4,N,968409.2699999955,10
Mrs. Cody Champlin,feliz,depositando,650871.15,N,1619280.4199999955,10
Mrs. Mikel Grimes,feliz,sacando,79949.19,N,1539331.2299999956,10
Mrs. Mikel Grimes,feliz,depositando,369475.55,N,1908806.7799999956,10
Cory Spinka,feliz,sacando,143732.53,N,1765074.2499999956,10
Cory Spinka,feliz,depositando,37045.38,N,1802119.6299999955,10
Cornelius Mosciski,feliz,sacando,670809.44,N,1131310.1899999955,10
Cornelius Mosciski,feliz,depositando,634139.98,N,1765450.1699999955,10
Jeanine Muller,feliz,sacando,428921.34,N,1336528.8299999954,10
Jeanine Muller,feliz,depositando,231800.24,N,1568329.0699999954,10
Starla Hamill,feliz,sacando,202286.14,N,1366042.9299999955,10
Starla Hamill,feliz,depositando,492646.39,N,1858689.3199999956,10
Janetta Deckow,feliz,sacando,682689.96,N,1175999.3599999957,10
Janetta Deckow,feliz,depositando,378330.02,N,1554329.3799999957,10
Starla Hamill,feliz,sacando,745.5,N,1553583.8799999957,10
